Inner Device Heat Gains.Time;Time span;Living Room Light (100W) [Watt];Kitchen Light (100W) [Watt];Cellar Light (200W) [Watt];Bathroom Light (100W) [Watt];Bathroom Mirror Light 10 W (LED) [Watt];Bedroom Light (200W) [Watt];Egg Cooker / Russell Hobbs 14048-56 Stylo [Watt];Juicer / Moulinex Vitafruit [Watt];Kitchen radio / AEG KRC 4323 CD [Watt];Single Stove Plate [Watt];Nespresso Coffee Machine, Single Cup [Watt];Food Slicer / DOMO Schneidemaschine DO521S [Watt];Toaster Salco MT 400 [Watt];Electric Kettle / Petra WK288 1.5L [Watt];AEG PN 2200 RX 4935365097 [Watt];Hand-held Circular Saw / Bosch PKS 46 [Watt];Skil 4270 [Watt];Polishing Machine / Flex L 602 VR [Watt];Hedge Trimmer / Bosch AHS 550-24 ST [Watt];Atika LH 2500 G [Watt];Lawn Mower / Sabo 32-EL [Watt];Energy Saving Lamp / EL-REF 11 E27 [Watt];CD/DVD Player / Philips DVDR 725 H [Watt];TV Medion MD20123_DE_A [Watt];SAT Receiver / Kathrein UFS913 [Watt];Miele DG 1450 [Watt];Handmixer / Phillips Robust HR 1581 [Watt];Extractor Hood / Miele DA 429-4 [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [Watt];Microwave / Panasonic NN 5259 [Watt];Dishwasher NEFF SD6P1F (2011) [Watt];Laptop Sony Vaio SVE151G11M [Watt];Steam Iron / Phillips GC 4410 [Watt];Washing Machine / Bosch WAE 28143 [Watt];AEG NM 2701 Premium [Watt];Hair Dryer Braun Silencio 1250 [Watt];Canister vacuum cleaner / Siemens VS 06 G 1831 [Watt];Siemens Kl 20 LA 65 (A+) [Watt];Electric Razor Braun Cruzer 5 [Watt];Electric Toothbrush Dondodent Professional Clean [Watt];Router O2 Box 6431 [Watt];
819;13:39:00;0;0;0;0;0;0;0;0;1,1948754924358878;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9581276024775115;0,2521397230567717;1,2067953263277045;0;0;0;0;10,373283025328284;0;2,4769986094211247;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
820;13:40:00;0;0;0;0;0;0;0;0;1,1953425293095494;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9581336337723277;0,252163622230863;1,2068062354127682;0;0;0;0;10,374987753616338;0;2,4771425628629284;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
821;13:41:00;0;0;0;0;0;0;0;0;1,195380523067057;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9581739000298904;0,25217130466449345;1,2069455626895904;0;0;0;0;10,376440354109569;0;2,4771555641415164;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
822;13:42:00;0;0;0;0;0;0;0;0;1,195522258491004;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9582105564442917;0,2521823703873718;1,2069853936689503;0;0;0;0;10,377102764606146;0;2,477155733482024;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
823;13:43:00;0;0;0;0;0;0;0;0;1,1955375696030752;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9582801528156807;0,2521934017101644;1,2071258033817482;0;0;0;0;10,378369335900961;0;2,4771941675791855;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
824;13:44:00;0;0;0;0;0;0;0;0;1,1957957160971078;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9583097257911447;0,25221253999080984;1,2074116828070414;0;0;0;0;10,379524798945111;0;2,4774196180811905;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
825;13:45:00;0;0;0;0;0;0;0;0;1,195841157718748;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9584743131050318;0,252214237297676;1,2074205350190788;0;0;0;0;10,381450246337572;0;2,4777093386617555;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
826;13:46:00;0;0;0;0;0;0;0;0;1,1959837265937023;0;0;0;0;0;0;0;0;0;0;0;0;0;0,958513994140191;0,25224753792342086;1,207514067880108;0;0;0;0;10,38476950267474;0;2,47811430971304;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
827;13:47:00;0;0;0;0;0;0;0;0;1,196045743035789;0;0;0;0;0;0;0;0;0;0;0;0;0;0,958569288467416;0,2522625903378483;1,2078526392116493;0;0;0;0;10,38551848677945;0;2,47825456752448;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
828;13:48:00;0;0;0;0;0;0;0;0;1,1960543871662201;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9586095514565632;0,2522767704918914;1,2079024968005354;0;0;0;0;10,386574677667069;0;2,4784782158742154;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
829;13:49:00;0;0;0;0;0;0;0;0;1,1960678991678697;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9586714130295642;0,25233181688849443;1,207909263907331;0;0;0;0;10,387591427091488;0;2,4786202057594076;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
830;13:50:00;0;0;0;0;0;0;0;0;1,1961785188568244;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9587080283146976;0,2523531163194208;1,2079134380915457;0;0;0;0;10,39026577189346;0;2,4786956154679083;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
831;13:51:00;0;0;0;0;0;0;0;0;1,196233831854046;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9588090152804061;0,25236529223660975;1,2079602605494024;0;0;0;0;10,392739243408712;0;2,479110600644229;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
832;13:52:00;0;0;0;0;0;0;0;0;1,19623600976181;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9588534614203289;0,25237831121556553;1,2082541958357544;0;0;0;0;10,395644778873748;0;2,479222104395508;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
833;13:53:00;0;0;0;0;0;0;0;0;1,1965108990546989;0;0;0;0;0;0;0;0;0;0;0;0;0;0,958961968780692;0,2524053430853433;1,2082809366662377;0;0;0;0;10,396155438919834;0;2,479288817285738;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
834;13:54:00;0;0;0;0;0;0;0;0;1,1965664891683696;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9589730454047475;0,25241021998576685;1,2083009819756607;0;0;0;0;10,396331058090752;0;2,4793186955543804;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
835;13:55:00;0;0;0;0;0;0;0;0;1,1965943534382144;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9590008515958481;0,25245584128625553;1,208472241015898;0;0;0;0;10,396398502718752;0;2,4794717391639103;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
836;13:56:00;0;0;0;0;0;0;0;0;1,1966077006269238;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9590744564514673;0,2524631735608924;1,2085075999235935;0;0;0;0;10,3972523002539;0;2,479496220762194;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
837;13:57:00;0;0;0;0;0;0;0;0;1,1968146983386703;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9590833762686717;0,25249227304960314;1,2086612542529724;0;0;0;0;10,397943464563685;0;2,479811365702574;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
838;13:58:00;0;0;0;0;0;0;0;0;1,196975566158815;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9591380267635339;0,25254225235082395;1,208677612500497;0;0;0;0;10,39865505075652;0;2,4799245325247368;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
839;13:59:00;0;0;0;0;0;0;0;0;1,1969771523218276;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9592950425555051;0,25256858579581276;1,2087785603511236;0;0;0;0;10,399014172908023;0;2,480081516800197;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
840;14:00:00;0;0;0;0;0;0;0;0;1,197019619209238;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9593141021910047;0,2525926742551935;1,2088594263149435;0;0;0;0;10,3991435821552;0;2,4801534624435426;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
841;14:01:00;0;0;0;0;0;0;0;0;1,1971162008739853;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9594122285942158;0,25261600384797384;1,208964166343221;0;0;0;0;10,399704700543314;0;2,480312088593049;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
842;14:02:00;0;0;0;0;0;0;0;0;1,1971885720932676;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9594173036945887;0,25262749907466114;1,208971747205179;0;0;0;0;10,400860736482208;0;2,4807357497192255;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
843;14:03:00;0;0;0;0;0;0;0;0;1,1973292413933676;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9596214703632617;0,2526501373444648;1,2090289298620567;0;0;0;0;10,40113299891932;0;2,4809755010802563;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
844;14:04:00;0;0;0;0;0;0;0;0;1,1973992556487465;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9596353922330022;0,25265982149762345;1,2092168565739183;0;0;0;0;10,40351776496162;0;2,481056564794001;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
845;14:05:00;0;0;0;0;0;0;0;0;1,1974300098278858;0;0;0;0;0;0;0;0;0;0;0;0;0;0,959683573626502;0,2527072868630481;1,2092946363703483;0;0;0;0;10,404559269720853;0;2,481402598712203;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
846;14:06:00;0;0;0;0;0;0;0;0;1,197452342051453;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9598532097243244;0,25271089001991687;1,2093066367317402;0;0;0;0;10,40677527557679;0;2,4814092306353164;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
847;14:07:00;0;0;0;0;0;0;0;0;1,1974690913934143;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9599449016512366;0,2527164233258579;1,2094348416583787;0;0;0;0;10,40704149406503;0;2,481415982910684;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
848;14:08:00;0;0;0;0;0;0;0;0;1,197590848191629;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9601098731444704;0,25273020516599803;1,2094562955592576;0;0;0;0;10,408851613414011;0;2,481771329794464;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
849;14:09:00;0;0;0;0;0;0;0;0;1,1976457684886026;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9601564828436381;0,2528023096539655;1,2096315746113957;0;0;0;0;10,41108265538302;0;2,4818517503590667;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
850;14:10:00;0;0;0;0;0;0;0;0;1,1976507617863605;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9602185799047557;0,25285012615917274;1,2098322594262523;0;0;0;0;10,411501121423163;0;2,4820294946549635;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
851;14:11:00;0;0;0;0;0;0;0;0;1,1976754213468106;0;0;0;0;0;0;0;0;0;0;0;0;0;0,960411751962247;0,2528659010574426;1,2098363835852994;0;0;0;0;10,412559237632285;0;2,4825220539224992;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
852;14:12:00;0;0;0;0;0;0;0;0;1,1978769262648656;0;0;0;0;0;0;0;0;0;0;0;0;0;0,960412620302188;0,25287094324295933;1,2098887486292111;0;0;0;0;10,413528388896435;0;2,4827259978467304;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
853;14:13:00;0;0;0;0;0;0;0;0;1,19816480139509;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9604329396279219;0,25287499880415976;1,2099050166440193;0;0;0;0;10,413742127025037;0;2,4831126028455803;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
854;14:14:00;0;0;0;0;0;0;0;0;1,1982456623834912;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9606442184023073;0,25287633452494773;1,2099818846946977;0;0;0;0;10,41417980675799;0;2,4835946005930887;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
855;14:15:00;0;0;0;0;0;0;0;0;1,1984281154546454;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9606479476622413;0,2528919106864089;1,2100388166176355;0;0;0;0;10,414636790056582;0;2,4839446040571493;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
856;14:16:00;0;0;0;0;0;0;0;0;1,1986925484321658;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9607266350605377;0,25291032472315306;1,2100585174026754;0;0;0;0;10,41498661599788;0;2,4839920400357265;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
857;14:17:00;0;0;0;0;0;0;0;0;1,1987511730662272;0;0;0;0;0;0;0;0;0;0;0;0;0;0,96083063486622;0,2530189153876093;1,2102337356835255;0;0;0;0;10,415839029680296;0;2,4840960913778107;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
858;14:18:00;0;0;0;0;0;0;0;0;1,1989470165404534;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9608567089863924;0,25303286878213754;1,2104264930077588;0;0;0;0;10,416229080606271;0;2,4844841386409042;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
859;14:19:00;0;0;0;0;0;0;0;0;1,1990271805194859;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9612331808195713;0,2530388999684069;1,2104575239774245;0;0;0;0;10,416765506763552;0;2,4846044108066554;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
860;14:20:00;0;0;0;0;0;0;0;0;1,1990327627502426;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9612335068751724;0,25308390122185087;1,210583271739093;0;0;0;0;10,416816250077039;0;2,4851257247194685;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
861;14:21:00;0;0;0;0;0;0;0;0;1,1991380932188378;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9612405624336559;0,25310661711192634;1,2106192571129244;0;0;0;0;10,41807126949649;0;2,4852100354886653;0;0;0;0;0;0;0,933151459016393;0,21365668852459;6,40570819672131;
862;14:22:00;0;0;0;0;0;0;0;0;1,1993715391582187;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9614427379778082;0,25312826536223654;1,2106403387746503;0;0;0;0;10,420950508899985;0;2,485215214764158;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
863;14:23:00;0;0;0;0;0;0;0;0;1,1995028530630834;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9614744038135484;0,25318063995377443;1,210736472355737;0;0;0;0;10,42296846715193;0;2,485272321290128;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
864;14:24:00;0;0;0;0;0;0;0;0;1,199529010596104;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9615943589580797;0,25320357739715876;1,2108478164663234;0;0;0;0;10,423094922254387;0;2,485938917413997;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
865;14:25:00;0;0;0;0;0;0;0;0;1,1996058811970989;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9618412916237876;0,2532092582015914;1,2109100059235767;0;0;0;0;10,423668314388195;0;2,486223865823564;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
866;14:26:00;0;0;0;0;0;0;0;0;1,1997735785846353;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9618814765574485;0,2532623785062473;1,2110030315164042;0;0;0;0;10,423715110745297;0;2,486294708695838;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
867;14:27:00;0;0;0;0;0;0;0;0;1,1998560077006017;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9619992305481617;0,25329158047448674;1,2110825665983271;0;0;0;0;10,424173010044674;0;2,48675593570444;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
868;14:28:00;0;0;0;0;0;0;0;0;1,199857154003663;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9620179131127278;0,2533677538999025;1,2112230438430225;0;0;0;0;10,425047207387069;0;2,48694948378162;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
869;14:29:00;0;0;0;0;0;0;0;0;1,1999302833339234;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9620310444013871;0,25338164315702094;1,2112917849634768;0;0;0;0;10,425066396923519;0;2,4869731342274912;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
870;14:30:00;0;0;0;0;0;0;0;0;1,2001429202976677;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9622084519394315;0,2533973185076838;1,2113205423504487;0;0;0;0;10,426613172924077;0;2,487138680573895;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
871;14:31:00;0;0;0;0;0;0;0;0;1,200479987511151;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9622177862206002;0,2534380707914385;1,211545153469856;0;0;0;0;10,427125996880052;0;2,4871690213096236;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
872;14:32:00;0;0;0;0;0;0;0;0;1,2005046325834678;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9622338092916037;0,25346587999254383;1,211609808452707;0;0;0;0;10,42988723436017;0;2,487283836657548;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
873;14:33:00;0;0;0;0;0;0;0;0;1,200571413605412;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9622664493658972;0,25347117018890425;1,2116655404201744;0;0;0;0;10,430191202843542;0;2,4873519554011527;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
874;14:34:00;0;0;0;0;0;0;0;0;1,2005975859938238;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9623828853949291;0,2534774340191796;1,211686214443356;0;0;0;0;10,430904002084624;0;2,4881023010572476;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
875;14:35:00;0;0;0;0;0;0;0;0;1,2006988782061512;0;0;0;0;0;0;0;0;0;0;0;0;0;0,962395716324052;0,2534807601760813;1,2117258565284232;0;0;0;0;10,432731660549749;0;2,488356941491259;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
876;14:36:00;0;0;0;0;0;0;0;0;1,200852796651635;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9624383200001552;0,25348295387726777;1,2119825755659215;0;0;0;0;10,432839146691101;0;2,488524320885012;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
877;14:37:00;0;0;0;0;0;0;0;0;1,2008631505004934;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9625484211219482;0,2534834234226506;1,212005647215233;0;0;0;0;10,435586982056739;0;2,488658681770709;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
878;14:38:00;0;0;0;0;0;0;0;0;1,201006501034809;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9625671515998745;0,2534914840210915;1,2121332934520512;0;0;0;0;10,435651965480725;0;2,4888322414651904;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
879;14:39:00;0;0;0;0;0;0;0;0;1,2010386051005064;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9625866539638221;0,2535048860501936;1,2122871484757303;0;0;0;0;10,435904263941854;0;2,4889456407921453;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
880;14:40:00;0;0;0;0;0;0;0;0;1,2011248486776211;0;0;0;0;0;0;0;0;0;0;0;0;0;0,962607652676207;0,25353175659791727;1,21229114188099;0;0;0;0;10,436206057912706;0;2,489020880370119;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
881;14:41:00;0;0;0;0;0;0;0;0;1,201182157491748;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9626599405218048;0,25356330804780447;1,2123305190961284;0;0;0;0;10,43722725025857;0;2,489256887370593;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
882;14:42:00;0;0;0;0;0;0;0;0;1,2012215399384685;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9627645714171814;0,2535684100506341;1,212408993595874;0;0;0;0;10,438053304620144;0;2,489626501927524;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
883;14:43:00;0;0;0;0;0;0;0;0;1,201276017176977;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9628046308299618;0,2536006690871087;1,2124091962056374;0;0;0;0;10,439558410890134;0;2,4899510174199935;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
884;14:44:00;0;0;0;0;0;0;0;0;1,201292101877758;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9628792702387404;0,25362307484621793;1,212448622274181;0;0;0;0;10,439729878250624;0;2,4900048047306034;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
885;14:45:00;0;0;0;0;0;0;0;0;1,2016426688148274;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9629965758061677;0,2536658237301188;1,212454510613924;0;0;0;0;10,440824867775879;0;2,4900667987348273;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
886;14:46:00;0;0;0;0;0;0;0;0;1,2016862290212207;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9630429923988328;0,2537360485319143;1,212525443835438;0;0;0;0;10,443156808740666;0;2,490452166603024;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
887;14:47:00;0;0;0;0;0;0;0;0;1,2019827871580933;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9631529246901978;0,25375292353784723;1,2127121097832247;0;0;0;0;10,444299850389333;0;2,4905775892872017;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
888;14:48:00;0;0;0;0;0;0;0;0;1,2020825276737739;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9632087209542405;0,25379952465144284;1,212806956224911;0;0;0;0;10,4445676347363;0;2,490737433847235;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
889;14:49:00;0;0;0;0;0;0;0;0;1,2022677110743705;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9633103115509952;0,2538189460579592;1,2128664012696688;0;0;0;0;10,445371121961657;0;2,4907988461402555;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
890;14:50:00;0;0;0;0;0;0;0;0;1,2028586057348634;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9633918154871661;0,25382195064620844;1,2130351016573202;0;0;0;0;10,44625000889492;0;2,491451884713762;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
891;14:51:00;0;0;0;0;0;0;0;0;1,20287845030248;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9633986208818746;0,25383213959606865;1,2132578610553542;0;0;0;0;10,447802430309617;0;2,4915103693618987;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
892;14:52:00;0;0;0;0;0;0;0;0;1,2029475150180906;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9634971741673122;0,2538708446940588;1,213430546327032;0;0;0;0;10,447922159422765;0;2,491976892969511;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
893;14:53:00;0;0;0;0;0;0;0;0;1,2030718675251786;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9635595051266908;0,2539001130888026;1,2134862112292282;0;0;0;0;10,449044391005055;0;2,492041182848293;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
894;14:54:00;0;0;0;0;0;0;0;0;1,2031542548177876;0;0;0;0;0;0;0;0;0;0;0;0;0;0,963671724459734;0,2539400968162933;1,213511508401092;0;0;0;0;10,450440344259011;0;2,492392878321363;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
895;14:55:00;0;0;0;0;0;0;0;0;1,203192432450739;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9636964731607585;0,25394706541821216;1,2136890743387712;0;0;0;0;10,45045331338568;0;2,492550547972138;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
896;14:56:00;0;0;0;0;0;0;0;0;1,203242468290834;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9637363201950315;0,2539512717752242;1,2136891554562261;0;0;0;0;10,451451549417127;0;2,4927515653424184;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
897;14:57:00;0;0;0;0;0;0;0;0;1,2033370489873498;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9637864161807547;0,2539658765625653;1,213877274222294;0;0;0;0;10,451981835275372;0;2,4929385787727294;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
898;14:58:00;0;0;0;0;0;0;0;0;1,2035625281810398;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9641311987700996;0,25399506642665326;1,2139151181125016;0;0;0;0;10,452912031349365;0;2,493027319957552;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
899;14:59:00;0;0;0;0;0;0;0;0;1,2037071759821092;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9641929246189708;0,25399645496536494;1,2139576950167492;0;0;0;0;10,456173623018715;0;2,4932084314147778;0;0;0;0;0;0;0,933151459016393;0,21380593442623;6,40570819672131;
900;15:00:00;0;0;0;0;0;0;0;0;1,203796943773502;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9642582431952516;0,25399700255643193;1,213971728261927;0;0;0;0;10,456422551773846;0;2,4932758482185933;0;0;0;0;0;0;0,93332175409836;0,21380593442623;6,40570819672131;
901;15:01:00;0;0;0;0;0;0;0;0;1,2038038031077845;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9643958051829983;0,2540155088854489;1,2140011048657589;0;0;0;0;10,456559826853006;0;2,4934465393542817;0;0;0;0;0;0;0,93332175409836;0,21380593442623;6,40570819672131;
902;15:02:00;0;0;0;0;0;0;0;0;1,2040072143951275;0;0;0;0;0;0;0;0;0;0;0;0;0;0,964431348468041;0,2540220952517447;1,2140545804347382;0;0;0;0;10,457808324170996;0;2,493519517765606;0;0;0;0;0;0;0,93332175409836;0,21380593442623;6,40570819672131;
903;15:03:00;0;0;0;0;0;0;0;0;1,2040078021478515;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9644384905266931;0,25404041172093667;1,2140748863443294;0;0;0;0;10,458108183832083;0;2,493732583486835;0;0;0;0;0;0;0,93332175409836;0,21380593442623;6,40570819672131;
904;15:04:00;0;0;0;0;0;0;0;0;1,2040094543536084;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9644679677567841;0,2540860748294735;1,2142613919477614;0;0;0;0;10,45958457981871;0;2,493783194327191;0;0;0;0;0;0;0,93332175409836;0,21380593442623;6,40570819672131;
905;15:05:00;0;0;0;0;0;0;0;0;1,2040165862454308;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9645103654447661;0,2540944243283185;1,214356511753343;0;0;0;0;10,460162569020243;0;2,494074887555098;0;0;0;0;0;0;0,93332175409836;0,21380593442623;6,40570819672131;
