Inner Device Heat Gains.Time;Calender;Bathroom Light (20W);Bathroom Mirror Light 10 W (LED);Kitchen Light (20W);Cellar Light (20W);Living Room Light (Energy Saving Lamp, 20W);Bedroom Light (20W);Children Room Light Device (20W);AFK BM-2N;Eye Glass Cleaner Grundig UC 5020;Clatronic MS 3249 Milk Foamer;Nespresso Coffee Machine, Single Cup;AEG PN 2200 RX 4935365097;Hand-held Circular Saw / Bosch PKS 46;Skil 4270;Polishing Machine / Flex L 602 VR;Dishwasher NEFF SD6P1F (2011);Christopeit Treadmill TM 2 Pro;Lawn Mower / Sabo 32-EL;Digitalpiano / Kawai CN-23;Lamp Ikea V1017 Jansjo;AEG SB 2E 650 R;Cordless Screwdriver / Bosch PSR 18 LI-2;Electric Kettle / Petra WK288 1.5L;Energy Saving Lamp / EL-REF 11 E27;CD/DVD Player / Philips DVDR 725 H;TV Medion MD20123_DE_A;SAT Receiver / Kathrein UFS913;Egg Cooker / Russell Hobbs 14048-56 Stylo;Juicer / Moulinex Vitafruit;Kitchen radio / AEG KRC 4323 CD;Single Stove Plate;Food Slicer / DOMO Schneidemaschine DO521S;Toaster Salco MT 400;PC / Acer 8400;PC Monitor / Fujitsu Siemens Scaleoview D19-1;Epson Stylus Color 860;TASKalfa 180;Canon CanoScan LIDE 110;TFT Monitor Samsung S27C750P;Active Speaker Trust Tytan 2.1;Gaming Computer;Cell Phone Samsung Charging;Miele DG 1450;Handmixer / Phillips Robust HR 1581;Westinghouse Fanaway;Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power;Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power;Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind;Microwave / Panasonic NN 5259;Kitchen Machine Bosch UM4VE2B;Extractor Hood / Miele DA 429-4;Miele DA 61;Deep Fryer / DeLonghi F 28311.W Rotofritteuse;Ricecooker / Tristar RK-6112;Steam Cooker / Phillips HD9140;Immersion Blender Noah Hit Top;Fondue / Unold 48746 Asia;Bauknecht GTE 260;Dryer / Miele T 8626 WP;Electronic Hometrainer / Kettler Satura E;Hair Dryer Braun Silencio 1250;Laptop Sony Vaio SVE151G11M;Steam Iron / Phillips GC 4410;Washing Machine / Bosch WAE 28143;Phone Siemens Gigaset C320;Canister vacuum cleaner / Siemens VS 06 G 1831;External Harddrive Iomega 3.5";Nintendo Wii;Siemens Kl 20 LA 65 (A+);Electric Razor Braun Cruzer 5;Electric Toothbrush Dondodent Professional Clean;Samsung CLP-315W;Fax / Phillips Faxjet 525 Primo (IPF525);Microsoft Xbox 360;Yamaha RX-V667;Router O2 Box 6431;
391;06:31:00;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
392;06:32:00;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
393;06:33:00;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
394;06:34:00;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
395;06:35:00;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
396;06:36:00;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
397;06:37:00;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
398;06:38:00;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
399;06:39:00;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
400;06:40:00;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
401;06:41:00;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
402;06:42:00;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
403;06:43:00;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
404;06:44:00;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
405;06:45:00;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
406;06:46:00;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
407;06:47:00;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
408;06:48:00;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
409;06:49:00;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
410;06:50:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;1;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
411;06:51:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
412;06:52:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;3;5;5;5;5;5;5;10;
413;06:53:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
414;06:54:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
415;06:55:00;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;1;5;1;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
416;06:56:00;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;1;5;1;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
417;06:57:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;1;5;1;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
418;06:58:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;1;5;1;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
419;06:59:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;1;5;1;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
420;07:00:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;1;5;1;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
421;07:01:00;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;2;2;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
422;07:02:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;2;5;2;1;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
423;07:03:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;2;5;2;1;1;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
424;07:04:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;2;5;2;0;1;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
425;07:05:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;2;5;2;0;1;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
426;07:06:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;2;5;2;0;1;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
427;07:07:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;2;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
428;07:08:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;1;5;2;1;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
429;07:09:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;1;5;2;0;2;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
430;07:10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;5;10;10;0;0;5;3;0;2;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
431;07:11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;5;10;10;0;0;5;3;0;2;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
432;07:12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;5;10;10;0;0;5;3;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
433;07:13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;5;10;10;0;0;5;3;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
434;07:14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;3;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
435;07:15:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;1;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
436;07:16:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;1;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
437;07:17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;1;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
438;07:18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;1;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
439;07:19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;1;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
440;07:20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;1;1;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
441;07:21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;1;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
442;07:22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;1;5;4;1;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
443;07:23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;1;5;4;1;1;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
444;07:24:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;1;5;4;0;1;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
445;07:25:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;1;5;4;0;1;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
446;07:26:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;4;0;1;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
447;07:27:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
448;07:28:00;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
449;07:29:00;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
450;07:30:00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
451;07:31:00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
452;07:32:00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
453;07:33:00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
454;07:34:00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;4;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
455;07:35:00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;3;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
456;07:36:00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;3;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
457;07:37:00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;3;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
458;07:38:00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;3;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
459;07:39:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
460;07:40:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
461;07:41:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
462;07:42:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;2;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
463;07:43:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;1;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
464;07:44:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;1;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
465;07:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;1;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
466;07:46:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;1;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
467;07:47:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;1;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
468;07:48:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;1;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
