Reactive.Time;Time span;Living Room Light (100W) [var];Kitchen Light (100W) [var];Bathroom Light (100W) [var];Bathroom Mirror Light 10 W (LED) [var];Bedroom Light (200W) [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Juicer / Moulinex Vitafruit [var];Kitchen radio / AEG KRC 4323 CD [var];Single Stove Plate [var];Nespresso Coffee Machine, Single Cup [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Toaster Salco MT 400 [var];PC / Acer 8400 [var];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [var];Christopeit Treadmill TM 2 Pro [var];Laptop Sony Vaio SVE151G11M [var];Lawn Mower / Sabo 32-EL [var];Hifi System / Sharp XL-HF300PH [var];Electric Kettle / Petra WK288 1.5L [var];Energy Saving Lamp / EL-REF 11 E27 [var];CD/DVD Player / Philips DVDR 725 H [var];TV Medion MD20123_DE_A [var];SAT Receiver / Kathrein UFS913 [var];Canister vacuum cleaner / Siemens VS 06 G 1831 [var];Microsoft Xbox 360 [var];Miele DG 1450 [var];Handmixer / Phillips Robust HR 1581 [var];Dishwasher NEFF SD6P1F (2011) [var];Dryer / Miele T 8626 WP [var];Hedge Trimmer / Bosch AHS 550-24 ST [var];Atika LH 2500 G [var];Steam Iron / Phillips GC 4410 [var];Washing Machine / Bosch WAE 28143 [var];Hair Dryer Braun Silencio 1250 [var];Siemens Kl 20 LA 65 (A+) [var];Router O2 Box 6431 [var];Electric Razor Braun Cruzer 5 [var];Electric Toothbrush Dondodent Professional Clean [var];
342;05:42:00;0;0;0;0;0;0;0;0,37105321122338975;-5,77090540983607;0;0;0;0,43806299656103104;0,341033296450065;0;0;-23,1048639344262;0;0,8236394637422583;0;0;0,2975786942265803;-48,6623770491803;0,37108230097843536;0;0,9762956797542544;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
343;05:43:00;0;0;0;0;0;0;0;0,37105918085511214;-5,77090540983607;0;0;0;0,4380930744969221;0,34108678044160623;0;0;-23,1048639344262;0;0,8238860818274404;0;0;0,2976088132586753;-48,6623770491803;0,371180184029947;0;0,9763959995928778;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
344;05:44:00;0;0;0;0;0;0;0;0,3711216325546754;-5,77090540983607;0;0;0;0,43811627085209526;0,3411878157880042;0;0;-23,1048639344262;0;0,824121545171433;0;0;0,29761384097376786;-48,6623770491803;0,37126487924197243;0;0,9764185822091814;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
345;05:45:00;0;0;0;0;0;0;0;0,37114208840656127;-5,77090540983607;0;0;0;0,43816973586505803;0,3413593780738138;0;0;-23,1048639344262;0;0,8242935631640754;0;0;0,2976629140094635;-48,6623770491803;0,37128296624091334;0;0,9766856636959029;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
346;05:46:00;0;0;0;0;0;0;0;0,3712570745254082;-5,77090540983607;0;0;0;0,43817652508228944;0,34140338743269416;0;0;-23,1048639344262;0;0,8244085607053471;0;0;0,297741967905454;-48,6623770491803;0,37132223368503453;0;0,9768001952485873;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
347;05:47:00;0;0;0;0;0;0;0;0,371263439787354;-5,77090540983607;0;0;0;0,4384570404732273;0,3414737077668118;0;0;-23,1048639344262;0;0,8246461409790196;0;0;0,2977441059071804;-48,6623770491803;0,37135585298299995;0;0,977300006399117;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
348;05:48:00;0;0;0;0;0;0;0;0,37127644097349305;-5,72826754098361;0;0;0;0,43850570024905366;0,34150205485338075;0;0;-23,1048639344262;0;0,824748048868976;0;0;0,2977778027653372;-48,6623770491803;0,37139084813088913;0;0,9773273787446914;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
349;05:49:00;0;0;0;0;0;0;0;0,37131715136447263;-5,72826754098361;0;0;0;0,4385656829393083;0,34160780062286794;0;0;-23,1048639344262;0;0,8252634371816925;0;0;0,29778665639988156;-48,6315114754098;0,37150279765955707;0;0,9774909543824983;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
350;05:50:00;0;0;0;0;0;0;0;0,3714172303263075;-5,72826754098361;0;0;0;0,4386194672131232;0,3416971614821173;0;0;-23,1048639344262;0;0,8253237817664462;0;0;0,2977901114894182;-48,6192754098361;0,3715476144184862;0;0,9776912594657257;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
351;05:51:00;0;0;0;0;0;0;0;0,3714874573528259;-5,72826754098361;0;0;0;0,43871383267913155;0,3417207008919297;0;0;-23,0902360655738;0;0,8255408140109489;0;0;0,2978311846600893;-48,6192754098361;0,37157335911309525;0;0,9780139258064299;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
352;05:52:00;0;0;0;0;0;0;0;0,3715211813174193;-5,72826754098361;0;0;0;0,4389022154290852;0,3417750238332872;0;0;-23,0902360655738;0;0,8255739967027352;0;0;0,2980334940356585;-48,6192754098361;0,37161342739661074;0;0,9781170691995896;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
353;05:53:00;0;0;0;0;0;0;0;0,37157216990085096;-5,72826754098361;0;0;0;0,43891011012012476;0,3418787089978606;0;0;-23,0902360655738;0;0,825761836521905;0;0;0,29812461364807696;-48,6192754098361;0,3716186332432586;0;0,9782106181099007;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
354;05:54:00;0;0;0;0;0;0;0;0,3716030079719496;-5,72826754098361;0;0;0;0,43897331455325383;0,34201703741426187;0;0;-23,0902360655738;0;0,8258081428125104;0;0;0,2981418325623934;-48,6099459016394;0,37182837372986904;0;0,978317596715476;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
355;05:55:00;0;0;0;0;0;0;0;0,37173072968922494;-5,72826754098361;0;0;0;0,43902606378436515;0,3421083370879654;0;0;-23,0902360655738;0;0,825851076498884;0;0;0,29818894367933557;-48,6099459016394;0,37184664707602105;0;0,9783183582506981;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
356;05:56:00;0;0;0;0;0;0;0;0,3717539964313959;-5,72826754098361;0;0;0;0,4390947593604859;0,3421092567814685;0;0;-23,0902360655738;0;0,8259375380474051;0;0;0,2982497124131873;-48,6099459016394;0,3718490486347447;0;0,978325992898551;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
357;05:57:00;0;0;0;0;0;0;0;0,37178601302855807;0;0;0;0;0,4391063940306349;0,3422762163264564;0;0;-23,0902360655738;0;0,8260982413142637;0;0;0,2982736268829007;-48,6099459016394;0,37185509538709266;0;0,9783780051197243;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
358;05:58:00;0;0;0;0;0;0;0;0,37180205879921924;0;0;0;0;0,4391364725855325;0,3422812218350835;0;0;-23,0902360655738;0;0,8261944664577434;0;0;0,29829400267050116;-48,6099459016394;0,3719708689471568;0;0,9784240487702818;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
359;05:59:00;0;0;0;0;0;0;0;0,37194948913053716;0;0;0;0;0,4391392205542199;0,34228322035769126;0;0;-23,0902360655738;0;0,8262425225873576;0;0;0,29838415085556935;-48,6099459016394;0,3720761960145564;0;0,9786546146739332;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
360;06:00:00;0;0;0;0;0;0;0;0,3721215325583602;0;0;0;0;0,4391614730562698;0,3422916038037597;0;0;-22,8715590163934;0;0,8263277245983087;0;0;0,2984068790863692;-48,6099459016394;0,3721741169794928;0;0,9787648322606773;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
361;06:01:00;0;0;0;0;0;0;0;0,37214801390580976;0;0;0;0;0,4392390082360181;0,34229827302693644;0;0;-22,8715590163934;0;0,826470495215278;0;0;0,29850265102922957;-48,6099459016394;0,37223099724638564;0;0,9789839691440115;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
362;06:02:00;0;0;0;0;0;0;0;0,37218819296394134;0;0;0;0;0,43930742343655516;0,3423236899886389;0;0;-22,8715590163934;0;0,826520850742251;0;0;0,2986168191566949;-48,6099459016394;0,3722392044255683;0;0,9792506554557897;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
363;06:03:00;0;0;0;0;0;0;0;0,3721911057309137;0;0;0;0;0,439344948023506;0,3423409066578205;0;0;-22,8715590163934;0;0,8266798896415545;0;0;0,298634120109584;-48,6099459016394;0,3722660529032602;0;0,9794334513595584;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
364;06:04:00;0;0;0;0;0;0;0;0,3722762600217998;0;0;0;0;0,43934988424752563;0,3423837946240281;0;0;-22,8715590163934;0;0,8267735965862131;0;0;0,29872663930283333;-48,6003098360656;0,37227331241197603;0;0,9794617128506089;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
365;06:05:00;0;0;0;0;0;0;0;0,37235507787144795;0;0;0;0;0,43945038736456343;0,3423872553816993;0;0;-22,8715590163934;0;0,8268483542242326;0;0;0,2987357256419084;-48,5906803278689;0,37227785459101237;0;0,9795530980343292;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,1596206557377;
366;06:06:00;0;0;0;0;0;0;0;0,37248684742396015;0;0;0;0;0,439739158933533;0,3424043299296026;0;0;-22,8715590163934;0;0,8268721269477121;0;0;0,2988249116014961;-48,5864786885246;0,3722830308212101;0;0,9796519263180472;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;1,04751606557377;-4,1596206557377;
367;06:07:00;0;0;0;0;0;0;0;0,37280215162212105;0;0;0;0;0,4399452159221548;0,3424124076709616;0;0;-22,8715590163934;0;0,8269938193017492;0;0;0,29884691107835504;-48,5864786885246;0,3723530239858599;0;0,9797810532506236;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;1,04751606557377;-4,1596206557377;
368;06:08:00;0;0;0;0;0;0;0;0,37280420545789317;0;0;0;0;0,43998581903724127;0,3425307552924884;0;0;-22,8715590163934;0;0,8270207216368938;0;0;0,2988641442119255;-48,5864786885246;0,3724207103201893;0;0,9801962833077492;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;1,04751606557377;-4,1596206557377;
369;06:09:00;0;0;0;0;0;0;0;0,3729040523951603;0;0;0;0;0,44001177606973824;0,3426015135661066;0;0;-22,8692491803279;0;0,8271273608015725;0;0;0,29887752839234566;-48,5864786885246;0,3724331654384325;0;0,9802763012078956;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;1,04751606557377;-4,1596206557377;
370;06:10:00;0;0;0;0;0;0;0;0,3729187474311895;0;0;0;0;0,44011289231869516;0,34264093812308843;0;0;-22,8692491803279;0;0,8272570554775521;0;0;0,29888024319770723;-48,5864786885246;0,3724672438476625;0;0,9805993492770075;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
371;06:11:00;0;0;0;0;0;0;0;0,3730369907649185;0;0;0;0;0,4401540255431363;0,342771861341876;0;0;-22,8692491803279;0;0,8275221903644779;0;0;0,29888505071948407;-48,5864786885246;0,37260384710343686;0;0,9808258713499056;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
372;06:12:00;0;0;0;0;0;0;0;0,3732079783742162;0;0;0;0;0,44019255308309985;0,34281989521114686;0;0;-22,8692491803279;0;0,8276244842736888;0;0;0,2988892020949781;-48,5864786885246;0,37260517624584194;0;0,9812852159149329;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
373;06:13:00;0;0;0;0;0;0;0;0,3732966593422557;0;0;0;0;0,4403243689291564;0,3428466335884064;0;0;-22,8692491803279;0;0,8277251210903954;0;0;0,2988948096606044;-48,5864786885246;0,37261987696070004;0;0,9814673003049177;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
374;06:14:00;0;0;0;0;0;0;0;0,37332895463593485;0;0;0;0;0,4403287422840144;0,34301116104638396;0;0;-22,8692491803279;0;0,8278253998310175;0;0;0,2989028946175942;-48,5864786885246;0,37266624303749996;0;0,981545261910268;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
375;06:15:00;0;0;0;0;0;0;0;0,3733509216257747;0;0;0;0;0,44050571787431897;0,3431069859636599;0;0;-22,8692491803279;0;0,8280364511273994;0;0;0,2989864473630831;-48,5820491803279;0,3727052471935021;0;0,9816402523359118;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
376;06:16:00;0;0;0;0;0;0;0;0,3734142484061532;0;0;0;0;0,4405317322265571;0,34312165126890465;0;0;-22,8692491803279;0;0,8281495307473452;0;0;0,29912040534377327;-48,5820491803279;0,37304954964658144;0;0,981667213777495;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
377;06:17:00;0;0;0;0;0;0;0;0,37347219486789335;0;0;0;0;0,44056765389696695;0,34319302897922843;0;0;-22,8692491803279;0;0,8281838657444691;0;0;0,29917575285890535;-48,5820491803279;0,37306485318834176;0;0,9817951520989131;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
378;06:18:00;0;0;0;0;0;0;0;0,37348955031891234;0;0;0;0;0,4406417563965338;0,3433147236160695;0;0;-22,8204262295082;0;0,8283164957466175;0;0;0,2992031195780567;-48,5820491803279;0,37310166694313757;0;0,9818250147376759;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
379;06:19:00;0;0;0;0;0;0;0;0,3735711772589634;0;0;0;0;0,4406646789985693;0,34334231115664;0;0;-22,8204262295082;0;0,8283670029119751;0;0;0,29924299228377793;-48,5610245901639;0,3731090767511997;0;0,981845280259622;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
380;06:20:00;0;0;0;0;0;0;0;0,3736993512886909;0;0;0;0;0,44067551005356187;0,3433616290890581;0;0;-22,8204262295082;0;0,8285550428248049;0;0;0,2993112912879855;-48,5610245901639;0,3731235453269622;0;0,9819056342596686;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
381;06:21:00;0;0;0;0;0;0;0;0,3737178558328487;0;0;0;0;0,4407228494638197;0,3433901868495622;0;0;-22,8204262295082;0;0,8285864212452845;0;0;0,2993222763601732;-48,5610245901639;0,3731522261077041;0;0,982080227048862;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
382;06:22:00;0;0;0;0;0;0;0;0,3737700841631044;0;0;0;0;0,44075571740720093;0,34342270167313454;0;0;-22,8204262295082;0;0,8285866778210339;0;0;0,29933325958181134;-48,5610245901639;0,37316214370925804;0;0,9821910200933506;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
383;06:23:00;0;0;0;0;0;0;0;0,3738238722787047;0;0;0;0;0,4407604108891657;0,34342784431028384;0;0;-22,8204262295082;0;0,8287367708169887;0;0;0,2993685317556162;-48,5610245901639;0,37320887890269955;0;0,9822915134172019;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
384;06:24:00;0;0;0;0;0;0;0;0,3738634061127509;0;0;0;0;0,44081894093278484;0,3434444085401694;0;0;-22,8204262295082;0;0,8288432309854289;0;0;0,29938603384695506;-48,5610245901639;0,3732336373408282;0;0,9823001696255055;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
385;06:25:00;0;0;0;0;0;0;0;0,37390058472789794;0;0;0;0;0,4409046284985694;0,34349354533549303;0;0;-22,8204262295082;0;0,8291787070745311;0;0;0,29942430507400936;-48,5610245901639;0,37332722516541267;0;0,9824069063351363;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
386;06:26:00;0;0;0;0;0;0;0;0,37390446648002257;0;0;0;0;0,44093147911998765;0,34350593304422683;0;0;-22,8204262295082;0;0,8292838228870505;0;0;0,2994662238540781;-48,5610245901639;0,37335260754321126;0;0,9825792027196489;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
387;06:27:00;0;0;0;0;0;0;0;0,3739086818321227;0;0;0;0;0,44093926673475303;0,343642714448859;0;0;-22,797631147541;0;0,8295461101145308;0;0;0,29949392651672296;-48,5594147540984;0,3734190985028393;0;0,9826090512437352;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
388;06:28:00;0;0;0;0;0;0;0;0,37400121558759925;0;0;0;0;0,4409593616519237;0,34366623318856543;0;0;-22,797631147541;0;0,8295928549618554;0;0;0,29961845251411445;-48,5594147540984;0,3735983760007381;0;0,982825181929895;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
389;06:29:00;0;0;0;0;0;0;0;0,374018114251972;0;0;0;0;0,44098535873507294;0,343668077071612;0;0;-22,797631147541;0;0,8297153871350561;0;0;0,29966265950579557;-48,5594147540984;0,3736391875318078;0;0,9828769763815621;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
390;06:30:00;0;0;0;0;0;0;0;0,3742292681551018;0;0;0;0;0,4411422753147809;0,34369010323127364;0;0;-22,797631147541;0;0,8298427109781527;0;0;0,29967586690543657;-48,5594147540984;0,37372752952001664;0;0,9830707360297458;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
391;06:31:00;0;0;0;0;0;0;0;0,3742603289482555;0;0;0;0;0,4412538069184514;0,34382887781280397;0;0;-22,797631147541;0;0,8298512851908628;0;0;0,29978020291746826;-48,5594147540984;0,3738468211097087;0;0,9831014968393442;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
392;06:32:00;0;0;0;0;0;0;0;0,3742608972851026;0;0;0;0;0,44129759059329654;0,3438363005732549;0;0;-22,797631147541;0;0,8299560463626682;0;0;0,2998444033482751;-48,5545180327869;0,3738973524919443;0;0,9831298920857617;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
393;06:33:00;0;0;0;0;0;0;0;0,37427993744355864;0;0;0;0;0,44136800449660973;0,3438869917185546;0;0;-22,797631147541;0;0,8301270994760354;0;0;0,29985428295072386;-48,5394803278688;0,3739595508195123;0;0,9831526334146353;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
394;06:34:00;0;0;0;0;0;0;0;0,3742833335789172;0;0;0;0;0,4417336214047199;0,34412411406679533;0;0;-22,797631147541;0;0,830152880343898;0;0;0,29992514487163796;-48,5141114754098;0,3740721095941032;0;0,9834357413051322;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
395;06:35:00;0;0;0;0;0;0;0;0,37429097229327135;0;0;0;0;0,4418935319431593;0,34419544016732895;0;0;-22,7972016393443;0;0,8302277130720316;0;0;0,2999343022525225;-48,5141114754098;0,3741704948662627;0;0,9834408373503961;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
396;06:36:00;0;0;0;0;0;0;0;0,37431328649036727;0;0;0;0;0,44192038283533663;0,34427057273529893;0;0;-22,7972016393443;0;0,8302757740123097;0;0;0,299935181603895;-48,5141114754098;0,37417945011386855;0;0,9835849090602719;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
397;06:37:00;0;0;0;0;0;0;0;0,37440880518401415;0;0;0;0;0,44200834743809025;0,34430395172616257;0;0;-22,7972016393443;0;0,8303620842766537;0;0;0,2999930267064036;-48,5141114754098;0,3742842443569065;0;0,9837226060781525;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
398;06:38:00;0;0;0;0;0;0;0;0,37447275435221006;0;0;0;0;0,4420805088906427;0,3444709698583007;0;0;-22,7972016393443;0;0,8304400648926179;0;0;0,30000161679919257;-48,5141114754098;0,3743369184516382;0;0,9840018124326867;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
399;06:39:00;0;0;0;0;0;0;0;0,3745274709382717;0;0;0;0;0,442104503192203;0,3445395852450134;0;0;-22,7972016393443;0;0,8306175333272539;0;0;0,30004940703512883;-48,5141114754098;0,37439542901540057;0;0,9840599123363333;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
400;06:40:00;0;0;0;0;0;0;0;0,374542521933026;0;0;0;0;0,4421058736298925;0,34456216980966536;0;0;-22,7972016393443;0;0,8309479743995727;0;0;0,300062484102002;-48,5141114754098;0,3744508713706366;0;0,9840790355061887;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
401;06:41:00;0;0;0;0;0;0;0;0,37455591510284275;0;0;0;0;0,442155449969041;0,3445675759365185;0;0;-22,7972016393443;0;0,8309517757749899;0;0;0,300097807232971;-48,5141114754098;0,374451157847297;0;0,984150038512447;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
402;06:42:00;0;0;0;0;0;0;0;0,3746592875275792;0;0;0;0;0,44215862486728064;0,34457482465030426;0;0;-22,7972016393443;0;0,8310941765578617;0;0;0,30014770492927884;-48,5078885245902;0,37449199183572485;0;0,9842161889142258;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
403;06:43:00;0;0;0;0;0;0;0;0,37469084075625475;0;0;0;0;0,4423304878579264;0,3445860311825761;0;0;-22,7972016393443;0;0,8311337963459899;0;0;0,30023371875904964;-48,5078885245902;0,374527395381627;0;0,9842298905129568;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
404;06:44:00;0;0;0;0;0;0;0;0,37475039751860345;0;0;0;0;0,44241114875018567;0,34458621562028835;0;0;-22,7907508196721;0;0,8311475994719093;0;0;0,30031128640489035;-48,5078885245902;0,3747029636875088;0;0,9847076099160782;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
405;06:45:00;0;0;0;0;0;0;0;0,37475981810139575;0;0;0;0;0,4424479843717062;0,34461673766867906;0;0;-22,7907508196721;0;0,8312203018615966;0;0;0,3003497346813416;-48,5078885245902;0,3747224443500116;0;0,9847142947775835;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
406;06:46:00;0;0;0;0;0;0;0;0,3748347632299258;0;0;0;0;0,4425491852061436;0,34462298995550544;0;0;-22,7907508196721;0;0,8312610575076854;0;0;0,30041154975429074;-48,5078885245902;0,37474926352305354;0;0,9848169282167919;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
407;06:47:00;0;0;0;0;0;0;0;0,3748556488128116;0;0;0;0;0,44283767260326196;0,34465759206107427;0;0;-22,7907508196721;0;0,8313740314516005;0;0;0,3004486656975821;-48,5078885245902;0,37476875751771854;0;0,9850529990478207;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
408;06:48:00;0;0;0;0;0;0;0;0,3749416186018353;0;0;0;0;0,4428511184066067;0,3446763450013924;0;0;-22,7907508196721;0;0,8314004610325925;0;0;0,30045998141096214;-48,5078885245902;0,37477876320340364;0;0,9851118107743903;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
409;06:49:00;0;0;0;0;0;0;0;0,3749714420624454;0;0;0;0;0,44290073918377176;0,3447931683436812;0;0;-22,7907508196721;0;0,8314511754743664;0;0;0,30047550768762915;-48,4852983606557;0,37478419826268655;0;0,9851593715384598;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
410;06:50:00;0;0;0;0;0;0;0;0,3749919929387753;0;0;0;0;0,44295653245946487;0,3447947430881921;0;0;-22,7907508196721;0;0,8318343570442509;0;0;0,3005137739353572;-48,4852983606557;0,37483615563055417;0;0,9851770638110238;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
411;06:51:00;0;0;0;0;0;0;0;0,37499779298072483;0;0;0;0;0,44296909166608023;0,34481366013224085;0;0;-22,7907508196721;0;0,8319005534792266;0;0;0,3005471060643957;-48,4852983606557;0,37499353412641206;0;0,9853230108644163;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
412;06:52:00;0;0;0;0;0;0;0;0,37501486405262013;0;0;0;0;0,4430077447370778;0,34482188309957507;0;0;-22,7907508196721;0;0,8320110488334362;0;0;0,3006560456228525;-48,4852983606557;0,3750829265734264;0;0,9854105764291242;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
413;06:53:00;0;0;0;0;0;0;0;0,3750183694164434;0;0;0;0;0,44316305107420073;0,3448416872934049;0;0;-22,7387344262295;0;0,8324178974630468;0;0;0,30065668090596537;-48,4852983606557;0,3750949501107072;0;0,9854837578788938;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
414;06:54:00;0;0;0;0;0;0;0;0,3751177978779417;0;0;0;0;0,4432792688347467;0,34491051300912706;0;0;-22,7387344262295;0;0,8324476422787094;0;0;0,300661707622599;-48,4793049180328;0,375117230664969;0;0,9855723418709564;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
415;06:55:00;0;0;0;0;0;0;0;0,3751733184259891;0;0;0;0;0,44329181020234115;0,34491471191711515;0;0;-22,7387344262295;0;0,8324950858866867;0;0;0,3006878739009521;-48,4793049180328;0,37518406123360004;0;0,9857472183679836;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
416;06:56:00;0;0;0;0;0;0;0;0,3751889883088466;0;0;0;0;0,4432992167967837;0,3451696903633342;0;0;-22,7387344262295;0;0,8325079029658305;0;0;0,3007195514275495;-48,4793049180328;0,3751956001622242;0;0,9857474137713211;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
417;06:57:00;0;0;0;0;0;0;0;0,37526052685295974;0;0;0;0;0,44335350121521677;0,34519674357929697;0;0;-22,7387344262295;0;0,8325546165031519;0;0;0,3007268591833236;-48,4793049180328;0,3752471012106949;0;0,9860002719258452;0;0;0;0;0;0;0;0;0;0;-9,90179327868852;1,04751606557377;-4,1596206557377;
