"Latitude (decimal degrees):	41.811"
"Longitude (decimal degrees):	12.632"
"Elevation (m):	149"
"Radiation database:	PVGIS-SARAH3"


Slope: 35 deg. 
Azimuth: 0 deg. 
"Nominal power of the PV system (c-Si) (kWp):	1.0"
"System losses (%):	14.0"
time,P,G(i),H_sun,T2m,WS10m,Int
20230423:1610,165.14,232.52,19.02,17.49,2.69,0.0
20230423:1710,18.18,40.53,7.89,16.54,2.34,0.0
20230423:1810,0.0,0.0,0.0,15.06,2.41,0.0
20230423:1910,0.0,0.0,0.0,13.78,2.62,0.0
20230423:2010,0.0,0.0,0.0,12.99,2.83,0.0
20230423:2110,0.0,0.0,0.0,12.55,2.97,0.0
20230423:2210,0.0,0.0,0.0,12.36,3.1,0.0
20230423:2310,0.0,0.0,0.0,12.3,3.17,0.0
20230424:0010,0.0,0.0,0.0,12.19,3.24,0.0
20230424:0110,0.0,0.0,0.0,12.07,3.17,0.0
20230424:0210,0.0,0.0,0.0,12.0,3.17,0.0
20230424:0310,0.0,0.0,0.0,12.41,3.31,0.0
20230424:0410,0.0,0.0,0.0,12.56,3.1,0.0
20230424:0510,31.88,55.12,9.01,12.71,2.69,0.0
20230424:0610,131.4,175.11,20.14,13.18,2.48,0.0
20230424:0710,86.32,118.67,31.25,13.27,2.34,0.0
20230424:0810,231.79,287.57,41.91,13.13,2.48,0.0
20230424:0910,274.96,340.11,51.43,14.3,2.62,0.0
20230424:1010,325.41,402.03,58.48,15.64,3.1,0.0
20230424:1110,334.78,414.67,61.06,15.73,2.62,0.0
20230424:1210,394.47,489.18,58.02,16.53,2.55,0.0
20230424:1310,715.57,900.01,50.69,17.22,3.1,0.0
20230424:1410,568.33,702.53,41.04,16.92,3.1,0.0
20230424:1510,392.16,488.17,30.32,16.47,2.9,0.0
20230424:1610,172.96,244.61,19.2,16.12,2.62,0.0
20230424:1710,23.8,45.97,8.08,15.52,1.86,0.0
20230424:1810,0.0,0.0,0.0,14.49,0.9,0.0
20230424:1910,0.0,0.0,0.0,13.5,0.76,0.0
20230424:2010,0.0,0.0,0.0,13.34,0.62,0.0
20230424:2110,0.0,0.0,0.0,11.32,1.03,0.0
20230424:2210,0.0,0.0,0.0,10.69,1.03,0.0
20230424:2310,0.0,0.0,0.0,9.85,1.1,0.0
20230425:0010,0.0,0.0,0.0,9.37,1.38,0.0
20230425:0110,0.0,0.0,0.0,9.0,1.52,0.0
20230425:0210,0.0,0.0,0.0,9.03,1.52,0.0
20230425:0310,0.0,0.0,0.0,8.73,1.59,0.0
20230425:0410,0.0,0.0,0.0,8.84,1.66,0.0
20230425:0510,28.92,58.14,9.26,9.71,1.52,0.0
20230425:0610,197.1,266.23,20.39,11.16,1.72,0.0
20230425:0710,404.05,494.23,31.5,12.97,2.55,0.0
20230425:0810,589.16,725.15,42.18,13.98,2.28,0.0
20230425:0910,718.59,907.85,51.72,15.06,2.07,0.0
20230425:1010,802.22,1032.7,58.8,15.79,2.14,0.0
20230425:1110,820.94,1057.22,61.38,16.5,2.55,0.0
20230425:1210,816.29,1041.89,58.31,16.7,3.03,0.0
20230425:1310,672.83,839.2,50.92,16.9,3.38,0.0
20230425:1410,582.27,718.42,41.24,16.92,3.45,0.0
20230425:1510,388.82,483.29,30.5,16.75,3.38,0.0
20230425:1610,172.96,244.0,19.37,16.3,3.1,0.0
20230425:1710,23.92,46.53,8.26,15.53,2.48,0.0
20230425:1810,0.0,0.0,0.0,14.42,2.14,0.0
20230425:1910,0.0,0.0,0.0,13.66,1.31,0.0
20230425:2010,0.0,0.0,0.0,12.54,1.38,0.0
20230425:2110,0.0,0.0,0.0,11.67,1.31,0.0
20230425:2210,0.0,0.0,0.0,10.89,1.52,0.0
20230425:2310,0.0,0.0,0.0,10.04,1.86,0.0
20230426:0010,0.0,0.0,0.0,9.42,2.0,0.0
20230426:0110,0.0,0.0,0.0,8.82,2.07,0.0
20230426:0210,0.0,0.0,0.0,8.18,2.14,0.0
20230426:0310,0.0,0.0,0.0,7.39,2.14,0.0
20230426:0410,0.0,0.0,0.0,6.86,2.14,0.0
20230426:0510,28.44,59.04,9.5,6.8,2.0,0.0
20230426:0610,207.26,277.59,20.63,9.17,1.59,0.0
20230426:0710,424.74,519.74,31.75,11.65,1.79,0.0
20230426:0810,601.9,751.28,42.44,14.17,1.45,0.0
20230426:0910,713.99,927.65,52.0,15.92,0.9,0.0
20230426:1010,787.02,1054.91,59.12,17.07,0.69,0.0
20230426:1110,820.2,1097.83,61.71,17.77,1.17,0.0
20230426:1210,763.86,997.58,58.59,18.19,1.79,0.0
20230426:1310,726.46,933.21,51.16,18.31,2.21,0.0
20230426:1410,585.45,729.51,41.44,17.85,2.97,0.0
20230426:1510,398.24,496.79,30.68,17.08,3.1,0.0
20230426:1610,176.43,249.27,19.55,16.2,2.69,0.0
20230426:1710,18.97,41.72,8.44,15.2,1.93,0.0
20230426:1810,0.0,0.0,0.0,13.94,1.17,0.0
20230426:1910,0.0,0.0,0.0,12.81,1.1,0.0
20230426:2010,0.0,0.0,0.0,11.9,1.03,0.0
20230426:2110,0.0,0.0,0.0,11.56,0.83,0.0
20230426:2210,0.0,0.0,0.0,11.48,0.76,0.0
20230426:2310,0.0,0.0,0.0,10.69,0.9,0.0
20230427:0010,0.0,0.0,0.0,9.54,1.1,0.0
20230427:0110,0.0,0.0,0.0,8.65,1.24,0.0
20230427:0210,0.0,0.0,0.0,7.74,1.38,0.0
20230427:0310,0.0,0.0,0.0,7.32,1.59,0.0
20230427:0410,0.0,0.0,0.0,6.92,1.59,0.0
20230427:0510,32.17,62.6,9.75,7.03,1.45,0.0
20230427:0610,203.26,274.64,20.87,10.53,0.76,0.0
20230427:0710,408.05,512.08,31.99,13.77,0.34,0.0
20230427:0810,571.45,726.45,42.7,15.44,0.55,0.0
20230427:0910,702.06,912.37,52.29,16.68,0.97,0.0
20230427:1010,787.21,1036.89,59.43,17.65,1.45,0.0
20230427:1110,805.93,1054.03,62.03,18.24,2.14,0.0
20230427:1210,796.27,1033.79,58.87,18.39,2.41,0.0
20230427:1310,682.7,868.5,51.38,18.35,2.48,0.0
20230427:1410,578.03,720.65,41.63,17.96,2.9,0.0
20230427:1510,407.05,508.85,30.86,17.33,3.03,0.0
20230427:1610,130.86,178.32,19.72,16.47,2.34,0.0
20230427:1710,20.79,44.02,8.62,15.49,1.38,0.0
20230427:1810,0.0,0.0,0.0,14.34,0.55,0.0
20230427:1910,0.0,0.0,0.0,14.29,0.28,0.0
20230427:2010,0.0,0.0,0.0,13.67,0.62,0.0
20230427:2110,0.0,0.0,0.0,11.96,0.97,0.0
20230427:2210,0.0,0.0,0.0,10.48,1.31,0.0
20230427:2310,0.0,0.0,0.0,9.49,1.45,0.0
20230428:0010,0.0,0.0,0.0,8.94,1.38,0.0
20230428:0110,0.0,0.0,0.0,8.38,1.45,0.0
20230428:0210,0.0,0.0,0.0,7.63,1.59,0.0
20230428:0310,0.0,0.0,0.0,7.23,1.72,0.0
20230428:0410,0.0,0.0,0.0,6.89,1.86,0.0
20230428:0510,30.82,62.21,9.98,6.98,1.66,0.0
20230428:0610,202.91,273.32,21.1,10.34,0.9,0.0
20230428:0710,406.76,510.64,32.23,14.43,0.55,0.0
20230428:0810,576.76,736.15,42.95,16.37,0.62,0.0
20230428:0910,706.39,913.92,52.56,17.67,1.45,0.0
20230428:1010,785.15,1020.35,59.74,18.46,2.28,0.0
20230428:1110,825.37,1073.85,62.34,18.86,2.76,0.0
20230428:1210,801.27,1035.12,59.14,18.89,2.9,0.0
20230428:1310,719.81,916.89,51.61,18.77,2.83,0.0
20230428:1410,567.6,709.68,41.82,18.43,2.76,0.0
20230428:1510,386.91,486.36,31.04,17.82,2.48,0.0
20230428:1610,172.88,245.41,19.89,17.06,2.14,0.0
20230428:1710,22.5,45.84,8.79,16.1,1.52,0.0
20230428:1810,0.0,0.0,0.0,14.92,1.24,0.0
20230428:1910,0.0,0.0,0.0,13.57,0.97,0.0
20230428:2010,0.0,0.0,0.0,13.25,0.76,0.0
20230428:2110,0.0,0.0,0.0,12.91,0.69,0.0
20230428:2210,0.0,0.0,0.0,12.14,0.97,0.0
20230428:2310,0.0,0.0,0.0,11.72,1.03,0.0
20230429:0010,0.0,0.0,0.0,11.3,1.1,0.0
20230429:0110,0.0,0.0,0.0,10.7,1.24,0.0
20230429:0210,0.0,0.0,0.0,10.33,1.31,0.0
20230429:0310,0.0,0.0,0.0,9.99,1.45,0.0
20230429:0410,0.0,0.0,0.0,9.46,1.52,0.0
20230429:0510,32.71,64.37,10.21,9.87,1.38,0.0
20230429:0610,110.81,148.81,21.33,12.94,1.38,0.0
20230429:0710,340.33,421.23,32.46,14.96,2.21,0.0
20230429:0810,440.76,543.2,43.19,16.22,2.62,0.0
20230429:0910,353.27,438.9,52.84,17.25,2.83,0.0
20230429:1010,257.96,325.99,60.05,18.18,2.69,0.0
20230429:1110,398.98,502.13,62.65,18.79,2.14,0.0
20230429:1210,253.82,323.19,59.42,19.13,2.14,0.0
20230429:1310,342.15,430.58,51.83,19.35,2.41,0.0
20230429:1410,181.64,235.63,42.02,19.12,2.34,0.0
20230429:1510,329.39,415.79,31.21,18.49,2.28,0.0
20230429:1610,105.26,145.8,20.06,17.85,2.21,0.0
20230429:1710,24.11,47.66,8.97,16.93,2.14,0.0
20230429:1810,0.0,0.0,0.0,15.91,1.66,0.0
20230429:1910,0.0,0.0,0.0,14.63,1.45,0.0
20230429:2010,0.0,0.0,0.0,13.8,1.38,0.0
20230429:2110,0.0,0.0,0.0,13.55,1.24,0.0
20230429:2210,0.0,0.0,0.0,13.23,0.97,0.0
20230429:2310,0.0,0.0,0.0,12.69,1.1,0.0
20230430:0010,0.0,0.0,0.0,12.08,1.17,0.0
20230430:0110,0.0,0.0,0.0,11.57,1.24,0.0
20230430:0210,0.0,0.0,0.0,11.21,1.38,0.0
20230430:0310,0.0,0.0,0.0,11.55,1.52,0.0
20230430:0410,0.0,0.0,0.0,11.38,1.45,0.0
20230430:0510,23.34,41.89,10.44,11.33,1.45,0.0
20230430:0610,146.96,194.06,21.55,12.25,1.17,0.0
20230430:0710,231.84,294.21,32.69,15.9,0.69,0.0
20230430:0810,310.85,392.28,43.43,17.34,0.76,0.0
20230430:0910,454.07,570.74,53.1,18.43,1.93,0.0
20230430:1010,395.7,495.93,60.35,18.16,2.21,0.0
20230430:1110,305.17,383.04,62.96,17.94,2.55,0.0
20230430:1210,121.85,163.17,59.69,17.59,2.28,0.0
20230430:1310,105.37,143.7,52.05,17.4,1.52,0.0
20230430:1410,67.68,98.27,42.2,16.81,0.97,0.0
20230430:1510,38.43,62.12,31.38,16.55,0.83,0.0
20230430:1610,10.81,25.03,20.23,16.33,0.83,0.0
20230430:1710,3.89,13.91,9.15,15.73,0.48,0.0
20230430:1810,0.0,0.0,0.0,15.34,0.21,0.0
20230430:1910,0.0,0.0,0.0,14.35,0.97,0.0
20230430:2010,0.0,0.0,0.0,13.96,0.9,0.0
20230430:2110,0.0,0.0,0.0,13.72,0.97,0.0
20230430:2210,0.0,0.0,0.0,13.55,1.1,0.0
20230430:2310,0.0,0.0,0.0,13.37,1.17,0.0
20230501:0010,0.0,0.0,0.0,13.1,1.24,0.0
20230501:0110,0.0,0.0,0.0,12.84,0.9,0.0
20230501:0210,0.0,0.0,0.0,12.71,0.69,0.0
20230501:0310,0.0,0.0,0.0,12.64,0.83,0.0
20230501:0410,0.0,0.0,0.0,12.54,0.83,0.0
20230501:0510,15.61,31.52,10.66,12.64,0.97,0.0
20230501:0610,44.37,68.61,21.77,13.11,0.97,0.0
20230501:0710,111.0,149.26,32.91,15.53,1.38,0.0
20230501:0810,167.52,216.42,43.67,15.9,1.31,0.0
20230501:0910,172.72,223.43,53.36,16.72,1.38,0.0
20230501:1010,141.05,186.35,60.64,17.32,1.17,0.0
20230501:1110,179.51,232.7,63.26,17.36,0.9,0.0
20230501:1210,139.43,184.49,59.95,17.08,0.76,0.0
20230501:1310,110.78,150.19,52.27,17.04,0.83,0.0
20230501:1410,48.72,75.1,42.39,16.95,0.97,0.0
20230501:1510,57.91,86.22,31.56,16.42,1.03,0.0
20230501:1610,71.42,102.61,20.4,15.81,0.97,0.0
20230501:1710,28.01,48.9,9.32,15.03,0.55,0.0
20230501:1810,0.0,0.0,0.0,14.35,0.76,0.0
20230501:1910,0.0,0.0,0.0,14.07,1.38,0.0
20230501:2010,0.0,0.0,0.0,13.82,1.24,0.0
20230501:2110,0.0,0.0,0.0,13.67,0.97,0.0
20230501:2210,0.0,0.0,0.0,13.55,0.83,0.0
20230501:2310,0.0,0.0,0.0,13.47,0.69,0.0
20230502:0010,0.0,0.0,0.0,13.35,0.69,0.0
20230502:0110,0.0,0.0,0.0,13.27,0.83,0.0
20230502:0210,0.0,0.0,0.0,13.12,1.03,0.0
20230502:0310,0.0,0.0,0.0,12.87,1.1,0.0
20230502:0410,0.0,0.0,0.0,12.82,0.9,0.0
20230502:0510,3.96,13.91,10.88,12.89,0.55,0.0
20230502:0610,98.73,134.56,21.98,13.65,0.62,0.0
20230502:0710,0.0,0.0,0.0,13.77,0.28,0.0
20230502:0810,416.2,521.85,43.9,14.83,0.28,0.0
20230502:0910,518.43,655.08,53.62,16.01,0.9,0.0
20230502:1010,348.48,436.62,60.93,16.78,1.52,0.0
20230502:1110,86.84,121.45,63.56,17.51,2.14,0.0
20230502:1210,92.53,127.94,60.21,17.01,2.34,0.0
20230502:1310,418.13,518.03,52.49,15.68,1.93,0.0
20230502:1410,417.92,520.43,42.58,16.31,1.45,0.0
20230502:1510,54.11,81.59,31.73,16.36,0.76,0.0
20230502:1610,124.05,169.43,20.57,16.16,0.83,0.0
20230502:1710,26.73,47.16,9.5,15.71,0.9,0.0
20230502:1810,0.0,0.0,0.0,14.85,0.9,0.0
20230502:1910,0.0,0.0,0.0,14.23,0.9,0.0
20230502:2010,0.0,0.0,0.0,13.51,0.62,0.0
20230502:2110,0.0,0.0,0.0,12.13,0.9,0.0
20230502:2210,0.0,0.0,0.0,11.34,1.17,0.0
20230502:2310,0.0,0.0,0.0,11.04,1.31,0.0
20230503:0010,0.0,0.0,0.0,10.82,1.45,0.0
20230503:0110,0.0,0.0,0.0,10.56,1.52,0.0
20230503:0210,0.0,0.0,0.0,10.25,1.66,0.0
20230503:0310,0.0,0.0,0.0,10.06,1.59,0.0
20230503:0410,0.0,0.0,0.0,9.72,1.66,0.0
20230503:0510,24.94,43.57,11.1,10.08,1.59,0.0
20230503:0610,201.27,271.65,22.19,12.31,1.52,0.0
20230503:0710,318.14,396.94,33.34,15.06,1.24,0.0
20230503:0810,539.89,681.56,44.12,16.95,1.17,0.0
20230503:0910,376.6,478.9,53.87,18.71,0.76,0.0
20230503:1010,401.3,513.62,61.21,19.69,0.83,0.0
20230503:1110,477.86,613.86,63.86,20.33,1.24,0.0
20230503:1210,309.06,393.93,60.47,20.48,1.86,0.0
20230503:1310,82.61,117.74,52.7,20.1,1.72,0.0
20230503:1410,71.64,103.84,42.76,19.0,2.0,0.0
20230503:1510,44.99,70.46,31.9,17.05,1.24,0.0
20230503:1610,26.22,46.36,20.74,16.24,0.41,0.0
20230503:1710,24.07,43.55,9.67,16.05,0.69,0.0
20230503:1810,0.0,0.0,0.0,15.54,0.76,0.0
20230503:1910,0.0,0.0,0.0,14.5,1.03,0.0
20230503:2010,0.0,0.0,0.0,13.25,1.1,0.0
20230503:2110,0.0,0.0,0.0,12.11,1.24,0.0
20230503:2210,0.0,0.0,0.0,11.16,1.38,0.0
20230503:2310,0.0,0.0,0.0,10.37,1.52,0.0
20230504:0010,0.0,0.0,0.0,10.07,1.66,0.0
20230504:0110,0.0,0.0,0.0,9.77,1.66,0.0
20230504:0210,0.0,0.0,0.0,9.69,1.66,0.0
20230504:0310,0.0,0.0,0.0,9.51,1.72,0.0
20230504:0410,0.0,0.0,0.0,9.3,1.79,0.0
20230504:0510,36.48,71.52,11.3,9.67,1.59,0.0
20230504:0610,207.71,280.04,22.4,11.8,1.31,0.0
20230504:0710,411.68,514.53,33.54,14.84,1.1,0.0
20230504:0810,585.96,741.73,44.34,16.51,1.17,0.0
20230504:0910,698.05,912.04,54.12,17.91,0.97,0.0
20230504:1010,746.55,1004.19,61.49,19.11,0.62,0.0
20230504:1110,734.73,987.91,64.15,19.88,0.76,0.0
20230504:1210,699.3,916.29,60.72,20.09,1.59,0.0
20230504:1310,485.68,610.63,52.91,19.34,2.55,0.0
20230504:1410,523.94,653.56,42.94,18.84,2.97,0.0
20230504:1510,385.33,485.11,32.06,18.57,2.9,0.0
20230504:1610,171.38,244.61,20.9,18.15,2.48,0.0
20230504:1710,22.76,47.61,9.84,17.44,1.66,0.0
20230504:1810,0.0,0.0,0.0,16.41,1.1,0.0
20230504:1910,0.0,0.0,0.0,15.15,0.97,0.0
20230504:2010,0.0,0.0,0.0,14.26,1.1,0.0
20230504:2110,0.0,0.0,0.0,13.39,1.03,0.0
20230504:2210,0.0,0.0,0.0,12.6,1.1,0.0
20230504:2310,0.0,0.0,0.0,12.14,1.03,0.0
20230505:0010,0.0,0.0,0.0,11.7,1.1,0.0
20230505:0110,0.0,0.0,0.0,10.69,1.45,0.0
20230505:0210,0.0,0.0,0.0,10.34,1.66,0.0
20230505:0310,0.0,0.0,0.0,9.75,1.66,0.0
20230505:0410,0.0,0.0,0.0,9.27,1.59,0.0
20230505:0510,43.34,76.73,11.51,9.55,1.24,0.0
20230505:0610,211.63,288.62,22.6,13.22,0.76,0.0
20230505:0710,411.16,520.18,33.74,16.13,0.62,0.0
20230505:0810,571.66,731.47,44.56,17.94,0.9,0.0
20230505:0910,696.01,907.68,54.36,19.44,1.45,0.0
20230505:1010,769.64,1015.81,61.77,20.54,1.93,0.0
20230505:1110,813.28,1079.75,64.44,21.25,2.28,0.0
20230505:1210,771.29,1011.09,60.97,21.59,2.62,0.0
20230505:1310,570.43,725.5,53.12,21.5,3.03,0.0
20230505:1410,439.73,552.3,43.12,21.09,3.38,0.0
20230505:1510,387.75,491.32,32.23,20.46,3.38,0.0
20230505:1610,175.32,252.14,21.07,19.62,2.9,0.0
20230505:1710,22.99,48.32,10.01,18.55,2.21,0.0
20230505:1810,0.0,0.0,0.0,17.23,1.52,0.0
20230505:1910,0.0,0.0,0.0,15.98,0.76,0.0
20230505:2010,0.0,0.0,0.0,16.17,0.34,0.0
20230505:2110,0.0,0.0,0.0,15.63,0.48,0.0
20230505:2210,0.0,0.0,0.0,15.18,0.34,0.0
20230505:2310,0.0,0.0,0.0,14.63,0.34,0.0
20230506:0010,0.0,0.0,0.0,14.2,0.55,0.0
20230506:0110,0.0,0.0,0.0,13.44,0.83,0.0
20230506:0210,0.0,0.0,0.0,11.77,1.1,0.0
20230506:0310,0.0,0.0,0.0,10.77,1.31,0.0
20230506:0410,0.0,0.0,0.0,9.92,1.38,0.0
20230506:0510,36.49,73.14,11.71,10.15,1.24,0.0
20230506:0610,205.98,281.48,22.79,14.05,0.55,0.0
20230506:0710,395.15,503.04,33.94,16.92,0.34,0.0
20230506:0810,568.39,729.95,44.77,18.51,0.83,0.0
20230506:0910,689.86,901.45,54.59,19.77,1.38,0.0
20230506:1010,693.19,906.17,62.04,20.63,1.86,0.0
20230506:1110,780.62,1030.38,64.72,21.03,2.21,0.0
20230506:1210,691.1,896.05,61.22,21.08,2.48,0.0
20230506:1310,704.85,909.59,53.32,21.08,2.62,0.0
20230506:1410,565.06,716.44,43.29,20.95,2.62,0.0
20230506:1510,385.29,490.89,32.39,20.39,2.48,0.0
20230506:1610,174.03,250.87,21.23,19.65,2.14,0.0
20230506:1710,22.8,48.32,10.18,18.6,1.52,0.0
20230506:1810,0.0,0.0,0.0,17.37,1.1,0.0
20230506:1910,0.0,0.0,0.0,15.89,1.17,0.0
20230506:2010,0.0,0.0,0.0,14.88,1.03,0.0
20230506:2110,0.0,0.0,0.0,14.16,0.97,0.0
20230506:2210,0.0,0.0,0.0,14.01,0.83,0.0
20230506:2310,0.0,0.0,0.0,14.04,0.69,0.0
20230507:0010,0.0,0.0,0.0,12.88,0.97,0.0
20230507:0110,0.0,0.0,0.0,11.82,1.45,0.0
20230507:0210,0.0,0.0,0.0,11.43,1.59,0.0
20230507:0310,0.0,0.0,0.0,10.96,1.59,0.0
20230507:0410,0.0,0.0,0.0,10.71,1.52,0.0
20230507:0510,38.45,75.36,11.9,11.19,1.31,0.0
20230507:0610,208.45,283.52,22.98,13.57,0.76,0.0
20230507:0710,396.58,506.72,34.13,17.44,0.28,0.0
20230507:0810,559.58,718.83,44.97,18.97,0.9,0.0
20230507:0910,675.06,880.34,54.82,20.04,1.45,0.0
20230507:1010,770.04,1014.34,62.3,20.7,2.07,0.0
20230507:1110,805.23,1059.67,64.99,20.91,2.55,0.0
20230507:1210,748.86,973.66,61.46,20.91,2.69,0.0
20230507:1310,696.09,898.89,53.52,20.85,2.41,0.0
20230507:1410,549.01,697.12,43.47,20.74,2.28,0.0
20230507:1510,375.57,480.6,32.55,20.38,1.86,0.0
20230507:1610,170.6,245.1,21.39,19.89,1.59,0.0
20230507:1710,23.22,49.11,10.35,19.01,1.45,0.0
20230507:1810,0.0,0.0,0.0,17.72,1.1,0.0
20230507:1910,0.0,0.0,0.0,16.95,0.41,0.0
20230507:2010,0.0,0.0,0.0,15.99,0.69,0.0
20230507:2110,0.0,0.0,0.0,15.92,0.28,0.0
20230507:2210,0.0,0.0,0.0,15.0,0.55,0.0
20230507:2310,0.0,0.0,0.0,14.91,0.28,0.0
20230508:0010,0.0,0.0,0.0,13.11,1.1,0.0
20230508:0110,0.0,0.0,0.0,12.28,1.31,0.0
20230508:0210,0.0,0.0,0.0,12.17,1.1,0.0
20230508:0310,0.0,0.0,0.0,11.4,1.38,0.0
20230508:0410,0.0,0.0,0.0,11.11,1.45,0.0
20230508:0510,10.48,24.1,12.09,11.47,1.17,0.0
20230508:0610,51.65,77.88,23.16,14.13,0.48,0.0
20230508:0710,73.93,105.69,34.32,16.15,0.34,0.0
20230508:0810,90.11,125.16,45.17,17.02,1.93,0.0
20230508:0910,81.72,114.96,55.04,16.95,2.62,0.0
20230508:1010,82.58,115.89,62.56,16.6,2.21,0.0
20230508:1110,92.79,127.94,65.27,16.31,2.07,0.0
20230508:1210,92.73,127.94,61.7,16.14,1.38,0.0
20230508:1310,134.85,178.0,53.72,16.11,1.17,0.0
20230508:1410,190.64,243.88,43.64,16.06,1.45,0.0
20230508:1510,88.02,122.38,32.72,16.29,1.52,0.0
20230508:1610,29.79,50.99,21.55,16.37,1.59,0.0
20230508:1710,27.6,48.18,10.52,16.15,1.59,0.0
20230508:1810,0.0,0.0,0.0,15.56,1.17,0.0
20230508:1910,0.0,0.0,0.0,14.53,1.59,0.0
20230508:2010,0.0,0.0,0.0,14.12,1.38,0.0
20230508:2110,0.0,0.0,0.0,13.56,1.03,0.0
20230508:2210,0.0,0.0,0.0,12.84,1.03,0.0
20230508:2310,0.0,0.0,0.0,12.23,1.03,0.0
20230509:0010,0.0,0.0,0.0,11.64,1.03,0.0
20230509:0110,0.0,0.0,0.0,11.52,1.03,0.0
20230509:0210,0.0,0.0,0.0,11.33,1.24,0.0
20230509:0310,0.0,0.0,0.0,11.41,1.45,0.0
20230509:0410,0.0,0.87,1.61,11.53,1.38,0.0
20230509:0510,51.63,82.47,12.27,11.53,1.31,0.0
20230509:0610,205.36,278.0,23.34,13.29,0.97,0.0
20230509:0710,402.59,509.06,34.5,15.84,0.48,0.0
20230509:0810,565.14,726.64,45.36,16.54,0.21,0.0
20230509:0910,535.5,692.43,55.26,18.37,0.41,0.0
20230509:1010,526.91,677.05,62.81,19.75,1.31,0.0
20230509:1110,792.02,1045.93,65.54,20.16,2.0,0.0
20230509:1210,768.0,1001.57,61.94,20.49,2.48,0.0
20230509:1310,332.51,420.26,53.91,20.19,2.55,0.0
20230509:1410,68.54,100.13,43.81,19.26,2.34,0.0
20230509:1510,87.11,122.38,32.87,18.59,1.93,0.0
20230509:1610,75.88,108.98,21.71,18.16,1.17,0.0
20230509:1710,36.53,60.66,10.68,17.7,0.76,0.0
20230509:1810,0.0,0.0,0.0,17.05,0.21,0.0
20230509:1910,0.0,0.0,0.0,15.98,0.41,0.0
20230509:2010,0.0,0.0,0.0,15.55,0.48,0.0
20230509:2110,0.0,0.0,0.0,14.73,0.97,0.0
20230509:2210,0.0,0.0,0.0,14.06,1.17,0.0
20230509:2310,0.0,0.0,0.0,13.94,1.17,0.0
20230510:0010,0.0,0.0,0.0,13.45,1.1,0.0
20230510:0110,0.0,0.0,0.0,13.56,0.76,0.0
20230510:0210,0.0,0.0,0.0,13.57,0.76,0.0
20230510:0310,0.0,0.0,0.0,13.66,0.76,0.0
20230510:0410,0.0,0.87,1.8,13.53,0.76,0.0
20230510:0510,8.52,21.32,12.45,13.25,0.69,0.0
20230510:0610,15.47,31.52,23.51,14.17,0.62,0.0
20230510:0710,53.78,80.66,34.67,14.97,1.31,0.0
20230510:0810,161.17,207.83,45.55,14.99,1.66,0.0
20230510:0910,191.25,243.11,55.47,14.99,1.93,0.0
20230510:1010,383.98,475.25,63.06,15.4,2.21,0.0
20230510:1110,186.52,238.27,65.8,16.02,2.41,0.0
20230510:1210,163.5,211.38,62.17,16.56,2.76,0.0
20230510:1310,199.78,253.51,54.1,16.35,3.38,0.0
20230510:1410,276.28,343.81,43.98,16.65,3.45,0.0
20230510:1510,203.01,257.33,33.03,16.38,3.59,0.0
20230510:1610,20.06,38.01,21.87,15.94,3.59,0.0
20230510:1710,37.11,63.57,10.84,15.75,2.9,0.0
20230510:1810,0.0,0.0,0.0,15.09,2.14,0.0
20230510:1910,0.0,0.0,0.0,14.43,1.66,0.0
20230510:2010,0.0,0.0,0.0,13.91,1.66,0.0
20230510:2110,0.0,0.0,0.0,13.52,1.45,0.0
20230510:2210,0.0,0.0,0.0,13.14,1.17,0.0
20230510:2310,0.0,0.0,0.0,12.54,0.9,0.0
20230511:0010,0.0,0.0,0.0,12.78,1.03,0.0
20230511:0110,0.0,0.0,0.0,13.11,0.97,0.0
20230511:0210,0.0,0.0,0.0,13.04,0.9,0.0
20230511:0310,0.0,0.0,0.0,12.63,0.97,0.0
20230511:0410,0.0,2.62,1.98,11.74,0.9,0.0
20230511:0510,48.7,84.69,12.63,12.18,0.9,0.0
20230511:0610,209.49,283.73,23.68,13.9,1.03,0.0
20230511:0710,365.32,457.04,34.84,14.98,0.9,0.0
20230511:0810,383.58,478.43,45.73,16.04,1.24,0.0
20230511:0910,654.31,834.68,55.67,17.05,1.66,0.0
20230511:1010,407.92,510.97,63.3,17.85,2.21,0.0
20230511:1110,709.3,903.35,66.06,18.44,3.03,0.0
20230511:1210,765.87,972.82,62.4,17.85,3.31,0.0
20230511:1310,655.59,819.15,54.29,17.41,3.31,0.0
20230511:1410,482.29,594.41,44.14,17.21,3.45,0.0
20230511:1510,321.92,401.25,33.19,17.0,3.52,0.0
20230511:1610,168.58,231.23,22.02,16.44,3.66,0.0
20230511:1710,25.33,51.85,11.01,15.53,3.38,0.0
20230511:1810,0.0,0.0,0.0,14.76,2.69,0.0
20230511:1910,0.0,0.0,0.0,14.01,2.21,0.0
20230511:2010,0.0,0.0,0.0,13.84,2.14,0.0
20230511:2110,0.0,0.0,0.0,13.29,2.21,0.0
20230511:2210,0.0,0.0,0.0,13.0,2.28,0.0
20230511:2310,0.0,0.0,0.0,12.73,2.14,0.0
20230512:0010,0.0,0.0,0.0,12.45,1.79,0.0
20230512:0110,0.0,0.0,0.0,12.38,1.79,0.0
20230512:0210,0.0,0.0,0.0,12.04,2.0,0.0
20230512:0310,0.0,0.0,0.0,11.64,1.86,0.0
20230512:0410,0.0,1.75,2.16,11.15,1.79,0.0
