Apparent.Time;Time span;Bathroom Light (20W) [VA];Bathroom Mirror Light 100W (Conventional) [VA];Kitchen Light (60W) [VA];Living Room Light (Energy Saving Lamp, 20W) [VA];Bedroom Light (200W) [VA];Toaster / Bosch TAT8SL1 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [VA];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [VA];Westinghouse Fanaway [VA];Clatronic MS 3249 Milk Foamer [VA];Nespresso Coffee Machine, Single Cup [VA];PC / Acer Aspire M3640 [VA];PC Monitor / Fujitsu Siemens Scaleoview H19-1 [VA];Epson Stylus Color 860 [VA];TASKalfa 180 [VA];Canon CanoScan LIDE 110 [VA];External Harddrive Iomega 3.5" [VA];Extractor Hood / Miele DA 429-4 [VA];Kitchen radio / AEG KRC 4323 CD [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [VA];Microwave / Panasonic NN 5259 [VA];Oven / AEG B 33512-5-M [VA];Miele DA 61 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [VA];Bauknecht GTM 2511 [VA];Dehumidifier / Trotec TTK 50 S [VA];Dishwasher Whirlpool 45cm from Ikea [VA];Miele T 495 C [VA];Electronic hometrainer / Kettler Track Perfomance [VA];Coffee Machine / Braun Impression KF 600 [VA];Electric Kettle / Petra WK288 1.5L [VA];Washing Machine AEG Lavamat 54610 [VA];Tectro TP 020 [VA];Sony PlayStation 3 [VA];TV Samsung LED UE40 B7090 [VA];Osram Light Bulb Classic A 60W [VA];CD/DVD Player / Phillips CD 380 [VA];SAT Receiver / Kathrein UFS913 [VA];Siemens VS 91143 S Super 911 [VA];Siemens Kl 20 LA 65 (A+) [VA];Router O2 Box 6431 [VA];Electric Razor / Phillips PT860/16 Razor PowerTouch Plus [VA];Electric Toothbrush Dondodent Professional Clean [VA];Smartphone Samung S4 [VA];Yamaha RX-V667 [VA];
598;09:58:00;0;0;0;0;0;0;0;0;0;0;0;4,757975939054084;1,407373717873405;0,21640429210367318;2,3117597013415785;0;0;0;1,2236206164437085;0;10,694701637673381;0;0;0;0;0;0;0;0;0;0;0;0;4,1541744686067705;2,5;0;0,8155233226563585;1,2315941264018906;0;0;11,6499098360656;0,1960187711799294;4,08342672131148;0;10,899725207851763;
599;09:59:00;0;0;0;0;0;0;0;0;0;0;0;4,7581106618957625;1,4078189848199385;0,2164057836056132;2,311954551045621;0;0;0;1,223778147446027;0;10,695018538568563;0;0;0;0;0;0;0;0;0;0;0;0;4,154510142884089;2,5;0;0,8156722324533844;1,2317160561787495;0;0;11,6499098360656;0,19602971225447915;4,08342672131148;0;10,900557621879152;
600;10:00:00;0;0;0;0;0;0;0;0;0;0;0;4,758587924269457;1,4078874768818856;0,21641045304413822;2,312233355482233;0;0;0;1,2237860691438112;0;10,696325034317866;0;0;0;0;0;0;0;0;0;0;0;0;4,154909755406645;2,5;0;0,8157087758924312;1,2320507933974936;0;0;11,6499098360656;0,19603343570491627;4,08342672131148;0;10,900800146651894;
601;10:01:00;0;0;0;0;0;0;0;0;0;0;0;4,758738936151547;1,4078925341680377;0,21645738076300403;2,312258931570782;0;0;0;1,2238203116364696;0;10,698595053871067;0;0;0;0;0;0;0;0;0;0;0;0;4,1554453523274635;2,5;0;0,815718465606147;1,2321594483888976;0;0;11,6499098360656;0,19603409044415007;4,08342672131148;0;10,90147548535763;
602;10:02:00;0;0;0;0;0;0;0;0;0;0;0;4,760663763490558;1,408293910496588;0,21648740005499026;2,3128808630854314;0;0;0;1,223857055558378;0;10,700151870803639;0;0;0;0;0;0;0;0;0;0;0;0;4,156329159642074;2,5;0;0,8157898284288069;1,2322410484232518;0;0;11,6499098360656;0,19603924393400082;4,08342672131148;0;10,902127584839256;
603;10:03:00;0;0;0;0;0;0;0;0;0;0;0;4,76075215933345;1,4084358995937205;0,2164930646620917;2,313333691443967;0;0;0;1,2239313075554752;0;10,701394724042682;0;0;0;0;0;0;0;0;0;0;0;0;4,158368893724555;2,5;0;0,8157909154651385;1,2323270267491027;0;0;11,6499098360656;0,19604550524540665;4,08342672131148;0;10,902574057134055;
604;10:04:00;0;0;0;0;0;0;0;0;0;0;0;4,761690426460947;1,4086113869189074;0,2165062632856809;2,3135773500811534;0;0;0;1,2239798139924953;0;10,701592671369257;0;0;0;0;0;0;0;0;0;0;0;0;4,159509883128412;2,5;0;0,8158748044011062;1,2323660861745482;0;0;11,6499098360656;0,19604981346953054;4,08342672131148;0;10,902792924218165;
605;10:05:00;0;0;0;0;0;0;0;0;0;0;0;4,761899581644063;1,4086976961308515;0,2165189325907541;2,3138215070159585;0;0;0;1,2243433454144872;0;10,702703954921422;0;0;0;0;0;0;0;0;0;0;0;0;4,160968378978688;2,5;0;0,8158893279498652;1,23240347744729;0;0;11,6499098360656;0,19608001727667193;4,08342672131148;0;10,903059445760357;
606;10:06:00;0;0;0;0;0;0;0;0;0;0;0;4,762044991722139;1,408703328095497;0,21653927826856925;2,3145589629853616;0;0;0;1,2245925407620588;0;10,703936380826311;0;0;0;0;0;0;0;0;0;0;0;0;4,161469763702535;2,5;0;0,8159289568547564;1,2324289179499854;0;0;11,6499098360656;0,19612393297983877;4,08342672131148;0;10,903289669527503;
607;10:07:00;0;0;0;0;0;0;0;0;0;0;0;4,762738903704569;1,408766394710764;0,21655765324792417;2,3153440642920264;0;0;0;1,2246389612856983;0;10,704868021132132;0;0;0;0;0;0;0;0;0;0;0;0;4,1619579160352345;2,5;0;0,8159972168967891;1,2324878097004393;0;0;11,6499098360656;0,19612512948463756;4,08342672131148;0;10,905402557477348;
608;10:08:00;0;0;0;0;0;0;0;0;0;0;0;4,762841074852293;1,40879577340179;0,21657463491837636;2,315493651153703;0;0;0;1,224723760381759;0;10,705970608004382;0;0;0;0;0;0;0;0;0;0;0;0;4,162042142913505;2,5;0;0,8161082042482983;1,2325134167913008;0;0;11,6499098360656;0,19613408611805452;4,08342672131148;0;10,908376844150826;
609;10:09:00;0;0;0;0;0;0;0;0;0;0;0;4,763289024838476;1,4088508159489792;0,21658463552770277;2,315702352756405;0;0;0;1,2247742044523222;0;10,710794012039804;0;0;0;0;0;0;0;0;0;0;0;0;4,1621812228102195;2,5;0;0,8161232638177818;1,2327061356179454;0;0;11,6499098360656;0,19613572617373976;4,08342672131148;0;10,90990939196883;
610;10:10:00;0;0;0;0;0;0;0;0;0;0;0;4,763701222499031;1,4088789320991404;0,2165972346541575;2,315705764206229;0;0;0;1,224855381922104;0;10,711094446937745;0;0;0;0;0;0;0;0;0;0;0;0;4,16221591844214;2,5;0;0,8162683541169742;1,232887526785514;0;0;11,6499098360656;0,1961363609503927;4,08342672131148;0;10,910260769686627;
611;10:11:00;0;0;0;0;0;0;0;0;0;0;0;4,763826924463113;1,40951017037193;0,2166131746254612;2,3157708178337257;0;0;0;1,2249851781776193;0;10,711208752790894;0;0;0;0;0;0;0;0;0;0;0;0;4,163017463301034;2,5;0;0,8162770365023831;1,2329812570646255;0;0;11,6499098360656;0,19615724615181263;4,08342672131148;0;10,910998741595622;
612;10:12:00;0;0;0;0;0;0;0;0;0;0;0;4,763955722928737;1,4095205251332037;0,21666939479123756;2,315980951817025;0;0;0;1,2251547810812453;0;10,711699113636397;0;0;0;0;0;0;0;0;0;0;0;0;4,163160921527718;2,5;0;0,8163605791361276;1,2330109713172823;0;0;11,6499098360656;0,19617649621770097;4,08342672131148;0;10,913151661143502;
613;10:13:00;0;0;0;0;0;0;0;0;0;0;0;4,764520051199603;1,4095680887266793;0,21668253612360952;2,3160894095484714;0;0;0;1,2253295992415294;0;10,7118004365197;0;0;0;0;0;0;0;0;0;0;0;0;4,163916958930697;2,5;0;0,8164058312988889;1,2330357778514973;0;0;11,6499098360656;0,19617826516669376;4,08342672131148;0;10,913992625190668;
614;10:14:00;0;0;0;0;0;0;0;0;0;0;0;4,765114163603861;1,409677742192538;0,2167043399402991;2,3162151292511366;0;0;0;1,2253909512113585;0;10,714129230917026;0;0;0;0;0;0;0;0;0;0;0;0;4,163931884862408;2,5;0;0,816519373194463;1,2335260003675705;0;0;11,6499098360656;0,19620102655565033;4,08342672131148;0;10,915375895249646;
615;10:15:00;0;0;0;0;0;0;0;0;0;0;0;4,766161795462623;1,409689027368637;0,2167196303460963;2,3163784323581917;0;0;0;1,22553297981796;0;10,716580255802747;0;0;0;0;0;0;0;0;0;0;0;0;4,164097906333237;2,5;0;0,81654502012265;1,2335265798749062;0;0;11,6499098360656;0,19620327535984627;4,08342672131148;0;10,915556252813298;
616;10:16:00;0;0;0;0;0;0;0;0;0;0;0;4,766201611688643;1,4097115183103495;0,21673730932631735;2,316590978621432;0;0;0;1,2255648501809637;0;10,716602221878286;0;0;0;0;0;0;0;0;0;0;0;0;4,164102721870491;2,5;0;0,8165839242011816;1,233566074377779;0;0;11,6499098360656;0,19620803293000993;4,08342672131148;0;10,916055997281916;
617;10:17:00;0;0;0;0;0;0;0;0;0;0;0;4,766333423541313;1,4098573924055464;0,21676187858802093;2,3168985523398598;0;0;0;1,225622439309919;0;10,716868480996977;0;0;0;0;0;0;0;0;0;0;0;0;4,164724868444433;2,5;0;0,8167250036143102;1,2336140351841887;0;0;11,6499098360656;0,19621710237844725;4,08342672131148;0;10,917482504957977;
618;10:18:00;0;0;0;0;0;0;0;0;0;0;0;4,766435149630267;1,410169706172906;0,21676343504312887;2,3170142811759074;0;0;0;1,2257205562650624;0;10,718444509946538;0;0;0;0;0;0;0;0;0;0;0;0;4,164768981418779;2,5;0;0,8167362303636363;1,2339154920436062;0;0;11,6499098360656;0,19624415564756992;4,08342672131148;0;10,917565512817044;
619;10:19:00;0;0;0;0;0;0;0;0;0;0;0;4,7667957525233255;1,4101887118708807;0,21678721976712106;2,317783157740567;0;0;0;1,2258881977370613;0;10,71959660602036;0;0;0;0;0;0;0;0;0;0;0;0;4,1653874797682064;2,5;0;0,8167368714341485;1,234110310793286;0;0;11,6499098360656;0,19625226230519907;4,08342672131148;0;10,917694623276558;
620;10:20:00;0;0;0;0;0;0;0;0;0;0;0;4,767203037796419;1,4102955854128152;0,21684741844439392;2,318003810164276;0;0;0;1,225914919067608;0;10,720305063857618;0;0;0;0;0;0;0;0;0;0;0;0;4,165407677143541;2,5;0;0,8168318791246914;1,2341304903481067;0;0;11,6499098360656;0,19626566302659024;4,08342672131148;0;10,924250559244832;
621;10:21:00;0;0;0;0;0;0;0;0;0;0;0;4,768717632174088;1,4103060395690654;0,21685779828964627;2,318151970203847;0;0;0;1,2259433463401037;0;10,723686842770109;0;0;0;0;0;0;0;0;0;0;0;0;4,165635498797669;2,5;0;0,8168871773300613;1,2342433893811846;0;0;11,6499098360656;0,19628825554225018;4,08342672131148;0;10,924391674987143;
622;10:22:00;0;0;0;0;0;0;0;0;0;0;0;4,769497750196246;1,4104633994395759;0,21686290403288785;2,3186693972758374;0;0;0;1,226438304011134;0;10,7251139384043;0;0;0;0;0;0;0;0;0;0;0;0;4,165776624652567;2,5;0;0,8170126979920944;1,2343144642745953;0;0;11,6499098360656;0,19630223721978868;4,08342672131148;0;10,92442756465624;
623;10:23:00;0;0;0;0;0;0;0;0;0;0;0;4,769561367429022;1,4104906178407421;0,21692127188542154;2,318765256754744;0;0;0;1,2265725053858667;0;10,728044936853228;0;0;0;0;0;0;0;0;0;0;0;0;4,1663070936891184;2,5;0;0,8171831587352665;1,2346004266082247;0;0;11,6499098360656;0,1963411994109259;4,08342672131148;0;10,925085046135242;
624;10:24:00;0;0;0;0;0;0;0;0;0;0;0;4,769800322781658;1,4107516903493924;0,21693248299357162;2,3191253657581763;0;0;0;1,2267361740110863;0;10,728723644028733;0;0;0;0;0;0;0;0;0;0;0;0;4,166925685347185;2,5;0;0,8172243164091892;1,2347064280834281;0;0;11,6499098360656;0,19636566072662945;4,08342672131148;0;10,926582713309966;
625;10:25:00;0;0;0;0;0;0;0;0;0;0;0;4,770014646215445;1,4110265969746785;0,21694253960907633;2,3195150220502567;0;0;0;1,2267520498640863;0;10,730142482042899;0;0;0;0;0;0;0;0;0;0;0;0;4,167369975763926;2,5;0;0,8172488269534535;1,2347867771448782;0;0;11,6499098360656;0,1963699933211123;4,08342672131148;0;10,9269944434895;
626;10:26:00;0;0;0;0;0;0;0;0;0;0;0;4,770254093765192;1,4113920247965126;0,21697678879824753;2,3195150322898614;0;0;0;1,226890088282169;0;10,731177371655448;0;0;0;0;0;0;0;0;0;0;0;0;4,16789439617706;2,5;0;0,8173400857451891;1,234988678385496;0;0;11,6499098360656;0,19639318135656986;4,08342672131148;0;10,927781074072248;
627;10:27:00;0;0;0;0;0;0;0;0;0;0;0;4,770589756572583;1,411431915294188;0,2169772125691872;2,320054734855973;0;0;0;1,2269249987782709;0;10,731660809434702;0;0;0;0;0;0;0;0;0;0;0;0;4,168361949734919;2,5;0;0,8173773090326325;1,2350856863946562;0;0;11,6499098360656;0,1963936547917314;4,08342672131148;0;10,928484790655851;
628;10:28:00;0;0;0;0;0;0;0;0;0;0;0;4,771359640755708;1,4114645110212227;0,2169911452098789;2,3202173991311548;0;0;0;1,2270608174236464;0;10,732558502537179;0;0;0;0;0;0;0;0;0;0;0;0;4,168627360872704;2,5;0;0,817534117116298;1,2351978814810818;0;0;11,6499098360656;0,19639844487223523;4,08342672131148;0;10,929578880468037;
629;10:29:00;0;0;0;0;0;0;0;0;0;0;0;4,773308843770318;1,4117002869432362;0,21701077759719298;2,320447274331715;0;0;0;1,2271006307350882;0;10,733032855905114;0;0;0;0;0;0;0;0;0;0;0;0;4,168885987363563;2,5;0;0,8175795631935343;1,2352212869725794;0;0;11,6499098360656;0,19641657024249723;4,08342672131148;0;10,931880866317561;
630;10:30:00;0;0;0;0;0;0;0;0;0;0;0;4,773418095917174;1,4118505218406205;0,21701425293221305;2,3208898429334632;0;0;0;1,2271248474669048;0;10,733126084685074;0;0;0;0;0;0;0;0;0;0;0;0;4,17062328526835;2,5;0;0,8176593093089503;1,2352464069817106;0;0;11,6499098360656;0,1964525606823722;4,08342672131148;0;10,93298412077063;
631;10:31:00;0;0;0;0;0;0;0;0;0;0;0;4,7738449406072645;1,4118922523400135;0,21709393108332953;2,3213193665870473;0;0;0;1,2271617896011935;0;10,733849588400005;0;0;0;0;0;0;0;0;0;0;0;0;4,170764055173367;2,5;0;0,817750213612787;1,2352653413363868;0;0;11,6499098360656;0,19645605137527541;4,08342672131148;0;10,93782429490484;
632;10:32:00;0;0;0;0;0;0;0;0;0;0;0;4,774022802487948;1,41196679863691;0,21710025249924633;2,3213665395838436;0;0;0;1,2273193854979358;0;10,736034815422885;0;0;0;0;0;0;0;0;0;0;0;0;4,171226684256592;2,5;0;0,8177968517183246;1,2354773027551784;0;0;11,6499098360656;0,19649313350632644;4,08342672131148;0;10,938344801150333;
633;10:33:00;0;0;0;0;0;0;0;0;0;0;0;4,774243313223253;1,4120725563936842;0,21710152325572335;2,321808108919206;0;0;0;1,2274766561435984;0;10,736051558719383;0;0;0;0;0;0;0;0;0;0;0;0;4,172891262849271;2,5;0;0,8178176121057584;1,235567472970487;0;0;11,6499098360656;0,19650027647436907;4,08342672131148;0;10,938434847423384;
634;10:34:00;0;0;0;0;0;0;0;0;0;0;0;4,7752000761657944;1,41225314663641;0,21710596831663373;2,3218584573518597;0;0;0;1,227582191838814;0;10,740064340280123;0;0;0;0;0;0;0;0;0;0;0;0;4,173101176381895;2,5;0;0,8178829445837301;1,2356207238822008;0;0;11,6499098360656;0,19651235312771104;4,08342672131148;0;10,940316097150228;
635;10:35:00;0;0;0;0;0;0;0;0;0;0;0;4,7758716397731575;1,4122583970442042;0,21711656945593408;2,322059035406307;0;0;0;1,2275853343889482;0;10,740590145060485;0;0;0;0;0;0;0;0;0;0;0;0;4,173132499112163;2,5;0;0,8180646983397428;1,2356250824952952;0;0;11,6499098360656;0,19652313700300858;4,08342672131148;0;10,942560205902979;
636;10:36:00;0;0;0;0;0;0;0;0;0;0;0;4,776080809731731;1,4127760116981731;0,21713236069272798;2,322811649023372;0;0;0;1,2276134878121063;0;10,74169823071643;0;0;0;0;0;0;0;0;0;0;0;0;4,17398336339262;2,5;0;0,8180692199907252;1,2359576037143083;0;0;11,6499098360656;0,19654606149607318;4,08342672131148;0;10,945871674814851;
637;10:37:00;0;0;0;0;0;0;0;0;0;0;0;4,777046816764286;1,4128386506310953;0,21716912219889756;2,322938265602465;0;0;0;1,2277179430325489;0;10,741905993033196;0;0;0;0;0;0;0;0;0;0;0;0;4,174320723402497;2,5;0;0,8181117900527247;1,2361020727745724;0;0;11,6499098360656;0,19658190171091794;4,08342672131148;0;10,946120142451173;
638;10:38:00;0;0;0;0;0;0;0;0;0;0;0;4,777085774241924;1,4128785557845926;0,2172430617421279;2,323577489406144;0;0;0;1,2278133498270707;0;10,742259902003948;0;0;0;0;0;0;0;0;0;0;0;0;4,1746958516342705;2,5;0;0,818255425161384;1,2361473046753624;0;0;11,6499098360656;0,19658434593150062;4,08342672131148;0;10,946777512724916;
639;10:39:00;0;0;0;0;0;0;0;0;0;0;0;4,777170733278876;1,4129199546750926;0,217247611729797;2,324088340704865;0;0;0;1,2279685501701971;0;10,743571685294038;0;0;0;0;0;0;0;0;0;0;0;0;4,174894290434343;2,5;0;0,8183465830450102;1,236261496667387;0;0;11,6499098360656;0,19658675784978574;4,08342672131148;0;10,948386607549711;
640;10:40:00;0;0;0;0;0;0;0;0;0;0;0;4,77771088033954;1,4129303498297539;0,2172493287887225;2,324139810987275;0;0;0;1,2280010772252365;0;10,745380347877859;0;0;0;0;0;0;0;0;0;0;0;0;4,174963004650768;2,5;0;0,8183798913463337;1,2364405234488665;0;0;11,6499098360656;0,1965885757220065;4,08342672131148;0;10,9509350854915;
641;10:41:00;0;0;0;0;0;0;0;0;0;0;0;4,7779918463017035;1,4134862990712485;0,2172665164170138;2,3242977965302813;0;0;0;1,2280072131457742;0;10,745698190618548;0;0;0;0;0;0;0;0;0;0;0;0;4,1751047937188215;2,5;0;0,8184644395037348;1,2364982776449942;0;0;11,6499098360656;0,19660246908125378;4,08342672131148;0;10,955087774307247;
642;10:42:00;0;0;0;0;0;0;0;0;0;0;0;4,778490278847456;1,4137562946783264;0,21726927412721314;2,3243529390595152;0;0;0;1,228042028434252;0;10,746935202270937;0;0;0;0;0;0;0;0;0;0;0;0;4,175554332664142;2,5;0;0,8185943684856913;1,2366886417974954;0;0;11,6499098360656;0,19663482433425314;4,08342672131148;0;10,955354662848835;
643;10:43:00;0;0;0;0;0;0;0;0;0;0;0;4,778629092624317;1,413780700138524;0,21729321460670561;2,3243641698872883;0;0;0;1,22808578606019;0;10,747373328292179;0;0;0;0;0;0;0;0;0;0;0;0;4,176341906042867;2,5;0;0,8188173868533964;1,2367472252220344;0;0;11,6499098360656;0,19663635005799004;4,08342672131148;0;10,955411969101855;
644;10:44:00;0;0;0;0;0;0;0;0;0;0;0;4,780842290380834;1,4138155989576937;0,21731067494612366;2,3245526803462147;0;0;0;1,2280958708724752;0;10,748511150423727;0;0;0;0;0;0;0;0;0;0;0;0;4,176365962643982;2,5;0;0,8189206978819478;1,2370443272719658;0;0;11,6499098360656;0,19664932284957948;4,08342672131148;0;10,956097870979955;
645;10:45:00;0;0;0;0;0;0;0;0;0;0;0;4,780889350048061;1,413912335938801;0,21734172332211968;2,3246626314529286;0;0;0;1,2281518072745614;0;10,748767560890503;0;0;0;0;0;0;0;0;0;0;0;0;4,176691291064187;2,5;0;0,819013760693412;1,237125014715647;0;0;11,6499098360656;0,19666771275804398;4,08342672131148;0;10,956709857997042;
646;10:46:00;0;0;0;0;0;0;0;0;0;0;0;4,781353180369561;1,4139200507939038;0,21735233744965993;2,3249107661887467;0;0;0;1,2284660078858525;0;10,750341460920762;0;0;0;0;0;0;0;0;0;0;0;0;4,176719439515274;2,5;0;0,8192291731912081;1,2372197769537387;0;0;11,6499098360656;0,1966701976211944;4,08342672131148;0;10,957838384416917;
647;10:47:00;0;0;0;0;0;0;0;0;0;0;0;4,781622475180946;1,4139862330499993;0,2174130457504568;2,3252497552223357;0;0;0;1,2285526326380418;0;10,750354065037179;0;0;0;0;0;0;0;0;0;0;0;0;4,176832314514647;2,5;0;0,8194157640283055;1,2377489057541715;0;0;11,6499098360656;0,1967115421239174;4,08342672131148;0;10,958238694341816;
648;10:48:00;0;0;0;0;0;0;0;0;0;0;0;4,781889977274418;1,414080413175039;0,2174287237824429;2,3254422808924784;0;0;0;1,2285546752572114;0;10,750460239178894;0;0;0;0;0;0;0;0;0;0;0;0;4,177042129265414;2,5;0;0,8194585389021674;1,238046228393322;0;0;11,6499098360656;0,1967367950836026;4,08342672131148;0;10,958359642001392;
649;10:49:00;0;0;0;0;0;0;0;0;0;0;0;4,78262965134413;1,4142662135688941;0,2174736730023992;2,3254493440849036;0;0;0;1,2286478337791373;0;10,752615097429901;0;0;0;0;0;0;0;0;0;0;0;0;4,177235721003842;2,5;0;0,8195747505376343;1,2381342294679392;0;0;11,6499098360656;0,1968156629290414;4,08342672131148;0;10,959008597251671;
650;10:50:00;0;0;0;0;0;0;0;0;0;0;0;4,782881218842417;1,4143619350954728;0,21751417406233234;2,3259954931891684;0;0;0;1,2287404857983013;0;10,75560867331013;0;0;0;0;0;0;0;0;0;0;0;0;4,177971864497408;2,5;0;0,8196670981839491;1,2385383942397945;0;0;11,6499098360656;0,19683286900323413;4,08342672131148;0;10,959933301861847;
651;10:51:00;0;0;0;0;0;0;0;0;0;0;0;4,783280714249588;1,4144122727648674;0,21756979515902605;2,326488623333737;0;0;0;1,228803362749646;0;10,757468351202345;0;0;0;0;0;0;0;0;0;0;0;0;4,178024578672311;2,5;0;0,8197129446984303;1,238679759280242;0;0;11,6499098360656;0,19683566009030798;4,08623901639344;0;10,961686553565071;
652;10:52:00;0;0;0;0;0;0;0;0;0;0;0;4,783736003463773;1,4144883835684403;0,21757158588478479;2,3266677059919934;0;0;0;1,2289534812745706;0;10,758966355156826;0;0;0;0;0;0;0;0;0;0;0;0;4,178166336308917;2,5;0;0,819737027564555;1,238733615836365;0;0;11,6499098360656;0,19684516135898836;4,08623901639344;0;10,961715123697893;
653;10:53:00;0;0;0;0;0;0;0;0;0;0;0;4,78417470438865;1,414663922254655;0,2175801523566806;2,327113230074788;0;0;0;1,2293577809697689;0;10,758995239291615;0;0;0;0;0;0;0;0;0;0;0;0;4,17854264676065;2,5;0;0,819745372915996;1,238857458470961;0;0;11,6499098360656;0,19685834664938429;4,08623901639344;0;10,96474681739934;
654;10:54:00;0;0;0;0;0;0;0;0;0;0;0;4,784320972925201;1,4147348510697704;0,21758597497870988;2,3271552075555837;0;0;0;1,2293676723214575;0;10,75916874119559;0;0;0;0;0;0;0;0;0;0;0;0;4,178670360434392;2,5;0;0,819879353259356;1,2388828223434474;0;0;11,6499098360656;0,1968746539358922;4,08623901639344;0;10,965007577622204;
655;10:55:00;0;0;0;0;0;0;0;0;0;0;0;4,784635306154905;1,4148044356984104;0,21759684030505028;2,3272379729999355;0;0;0;1,2294823927338243;0;10,761164301742461;0;0;0;0;0;0;0;0;0;0;0;0;4,1796742405323375;2,5;0;0,8199226388118229;1,2391642940400829;0;0;11,6499098360656;0,19689339880325438;4,08623901639344;0;10,965131860175074;
656;10:56:00;0;0;0;0;0;0;0;0;0;0;0;4,784800415400278;1,4148094995345128;0,21760558479061648;2,327340016306169;0;0;0;1,2296777744077494;0;10,762177039336768;0;0;0;0;0;0;0;0;0;0;0;0;4,179896355956099;2,5;0;0,820023960576482;1,2392090767392985;0;0;11,6499098360656;0,196894419464405;4,08623901639344;0;10,965152199787275;
657;10:57:00;0;0;0;0;0;0;0;0;0;0;0;4,7853892497001915;1,4151786952952232;0,21764370276846956;2,327379641070187;0;0;0;1,2299214528466167;0;10,763783593415582;0;0;0;0;0;0;0;0;0;0;0;0;4,180526694463403;2,5;0;0,820102912060728;1,239217485885378;0;0;11,6499098360656;0,19693610221156;4,08623901639344;0;10,965304392009617;
658;10:58:00;0;0;0;0;0;0;0;0;0;0;0;4,786202004212918;1,415360639260576;0,21764742965291414;2,3274486949123143;0;0;0;1,2299360648457203;0;10,766008546289601;0;0;0;0;0;0;0;0;0;0;0;0;4,180824031173946;2,5;0;0,8202717676496758;1,239333997701725;0;0;11,6499098360656;0,19693780011232492;4,08623901639344;0;10,965411101777859;
659;10:59:00;0;0;0;0;0;0;0;0;0;0;0;4,786246364870857;1,4153637557461742;0,21767822502471623;2,3280361140090617;0;0;0;1,230408249598957;0;10,768886320284215;0;0;0;0;0;0;0;0;0;0;0;0;4,180907321625643;2,5;0;0,8202752002009442;1,2393371798009338;0;0;11,6499098360656;0,1969510483793544;4,08623901639344;0;10,966602697876905;
660;11:00:00;0;0;0;0;0;0;0;0;0;0;0;4,786711701281633;1,4154642824430979;0,21769782697826376;2,3281930332268557;0;0;0;1,2308379669053082;0;10,769104307607813;0;0;0;0;0;0;0;0;0;0;0;0;4,181156271465911;2,5;0;0,8203057835515873;1,2398519910648236;0;0;11,6499098360656;0,19696874885244928;4,08623901639344;0;10,967362945434662;
661;11:01:00;0;0;0;0;0;0;0;0;0;0;0;4,787616478420091;1,4155920828140176;0,21772279290905533;2,328444997628396;0;0;0;1,2308789460490215;0;10,76932750253175;0;0;0;0;0;0;0;0;0;0;0;0;4,182102877065756;2,5;0;0,8203190064970698;1,2399218147241513;0;0;11,6499098360656;0,19701355600148399;4,08623901639344;0;10,968984815258267;
662;11:02:00;0;0;0;0;0;0;0;0;0;0;0;4,788156401253949;1,415781999365925;0,2178237645285309;2,328786070678946;0;0;0;1,2312567088039863;0;10,771060063114906;0;0;0;0;0;0;0;0;0;0;0;0;4,182437944493685;2,5;0;0,8203446994910657;1,2402119440405555;0;0;11,6499098360656;0,1970262273849383;4,08623901639344;0;10,970178690297118;
663;11:03:00;0;0;0;0;0;0;0;0;0;0;0;4,789144222950205;1,4162279651889003;0,21786051597213754;2,3288673257122823;0;0;0;1,2312759563836335;0;10,772795191135053;0;0;0;0;0;0;0;0;0;0;0;0;4,182632514309178;2,5;0;0,8203755373155278;1,2402433103383887;0;0;11,6499098360656;0,19706873827716584;4,08623901639344;0;10,972000470809697;
664;11:04:00;0;0;0;0;0;0;0;0;0;0;0;4,790076067678419;1,4162715995496702;0,2178712374028223;2,329942000956154;0;0;0;1,2314078800729016;0;10,774809600571187;0;0;0;0;0;0;0;0;0;0;0;0;4,182660002033326;2,5;0;0,8206681299571088;1,2402498158761746;0;0;11,6499098360656;0,19708825834703914;4,08623901639344;0;10,973960957139385;
665;11:05:00;0;0;0;0;0;0;0;0;0;0;0;4,790573447295625;1,416284842322059;0,21789266646335473;2,3305344329218354;0;0;0;1,2315296936592401;0;10,775031281552721;0;0;0;0;0;0;0;0;0;0;0;0;4,1831108446623775;2,5;0;0,8207429808278995;1,2408311513109311;0;0;11,6499098360656;0,19708838303576484;4,08623901639344;0;10,974786884915364;
666;11:06:00;0;0;0;0;0;0;0;0;0;0;0;4,793963986512068;1,4164682021235886;0,2178974411510258;2,3307828755528055;0;0;0;1,231806611230645;0;10,776737884179916;0;0;0;0;0;0;0;0;0;0;0;0;4,18312285885357;2,5;0;0,8207862005937155;1,2410356845323454;0;0;11,6499098360656;0,19716318100803448;4,08623901639344;0;10,976563664018395;
667;11:07:00;0;0;0;0;0;0;0;0;0;0;0;4,794094929507711;1,416507890502484;0,2179228390991562;2,3307926409389834;0;0;0;1,2318255289958062;0;10,776948746942313;0;0;0;0;0;0;0;0;0;0;0;0;4,183250010987199;2,5;0;0,8209093104781088;1,2410840358344655;0;0;11,6499098360656;0,1971758523926697;4,08623901639344;0;10,979220636510995;
